Business_Name,ZCTA5,Public Address Street,Public Address City,Public Zip,Full Address,Geo,Operational_Status,Places_ID
Meijer Pharmacy,44691,4845 Burbank Rd,Wooster,44691,"4845 Burbank Rd, Wooster, OH 44691, USA","40.8591212,-81.9495709",OPERATIONAL,ChIJL80AJJVJN4gRpgm3_FUr5u0
Scriptshop Pharmacy,44662,4254 Erie Ave SW,Navarre,44662,"4254 Erie Ave SW, Navarre, OH 44662, USA","40.7470468,-81.51648949999999",OPERATIONAL,ChIJp9VG5V8nN4gRUoE-xY_HRaE
Heritage Square Pharmacy,44614,977 Cherry St E,Canal Fulton,44614,"977 Cherry St E, Canal Fulton, OH 44614, USA","40.8964225,-81.5873172",OPERATIONAL,ChIJUyY0n-IrN4gR_ftlzREhieQ
Mast Pharmacy,44676,119 N Market St,Shreve,44676,"119 N Market St, Shreve, OH 44676, USA","40.6817445,-82.0225719",OPERATIONAL,ChIJkyqXSB5oN4gRdlt6Vcy94Ao
CVS Pharmacy,44691,2284 Back Orrville Rd,Wooster,44691,"2284 Back Orrville Rd, Wooster, OH 44691, USA","40.8291155,-81.9077913",OPERATIONAL,ChIJkdLOGtNHN4gRmsg0E30XiVg
CVS Pharmacy,44667,415 N Main St,Orrville,44667,"415 N Main St, Orrville, OH 44667, USA","40.8440614,-81.7646297",OPERATIONAL,ChIJN3ru-rgwN4gRs_s-5id06b4
Brewster Family Pharmacy,44613,360 Wabash Ave N,Brewster,44613,"360 Wabash Ave N, Brewster, OH 44613, USA","40.7178375,-81.5944435",OPERATIONAL,ChIJNYRm91shN4gRTFUhlZS3Li0
Wooster Community Pharmacy,44691,1761 Beall Ave,Wooster,44691,"1761 Beall Ave, Wooster, OH 44691, USA","40.8208781,-81.93243",OPERATIONAL,ChIJAeaBqhVGN4gRXXp-eNovZJ0
Walmart Pharmacy,44691,3883 Burbank Rd,Wooster,44691,"3883 Burbank Rd, Wooster, OH 44691, USA","40.8476225,-81.9415471",OPERATIONAL,ChIJ9U3wr69IN4gRAfEfwbBGzV4
Heidi's Pharmacy,44691,3431 Commerce Pkwy Suite D,Wooster,44691,"3431 Commerce Pkwy Suite D, Wooster, OH 44691, USA","40.841250699999996,-81.94644900000002",OPERATIONAL,ChIJKwsit8lJN4gRwjd_sn1eXCY
ThornCherry Pharmacy,44646,1607 Amherst Rd NE,Massillon,44646,"1607 Amherst Rd NE, Massillon, OH 44646, USA","40.8157021,-81.51654669999999",OPERATIONAL,ChIJQa-l7OUpN4gRN8R38dKEiFM
Marc's Pharmacy,44646,1413 Amherst Rd NE,Massillon,44646,"1413 Amherst Rd NE, Massillon, OH 44646, USA","40.8141464,-81.5176063",OPERATIONAL,ChIJpanGHQIoN4gRyhHzt5PxtNw
Walmart Pharmacy,44646,1 Massillon Marketplace Dr SW,Massillon,44646,"1 Massillon Marketplace Dr SW, Massillon, OH 44646, USA","40.7659545,-81.52254529999999",OPERATIONAL,ChIJoXhwSn8nN4gRBjxsLsrgKfM
Unity Pharmacy & Wellness Clinic Buehler’s,44691,3540 Burbank Rd,Wooster,44691,"3540 Burbank Rd, Wooster, OH 44691, USA","40.8423462,-81.9447758",OPERATIONAL,ChIJU4RRUO1JN4gRlcb6vzO66S8
Weyrauch's Pharmacy,44606,4959 Kidron Rd,Kidron,44636,"4959 Kidron Rd, Kidron, OH 44636, USA","40.7395199,-81.74549999999999",OPERATIONAL,ChIJvau6TWU8N4gRl0nGoi230ZE
Medicap® Pharmacy,44647,2012 Lincoln Way W NW,Massillon,44647,"2012 Lincoln Way W NW, Massillon, OH 44647, USA","40.795342999999995,-81.5477427",OPERATIONAL,ChIJNei148UnN4gR2p853YTa8-A
Marc's Pharmacy,44691,1799 Portage Rd,Wooster,44691,"1799 Portage Rd, Wooster, OH 44691, USA","40.827501999999996,-81.9141874",OPERATIONAL,ChIJq6qqjS1GN4gRuyjBZPvpjVY
Genoa Healthcare,44691,2285 Benden Dr,Wooster,44691,"2285 Benden Dr, Wooster, OH 44691, USA","40.8223939,-81.90613239999999",OPERATIONAL,ChIJX3TsQ8xHN4gRLByIKssZxgI
Affirmed First-Aid & Safety,44614,10868 Portage St NW,Canal Fulton,44614,"10868 Portage St NW, Canal Fulton, OH 44614, USA","40.8811323,-81.5536219",OPERATIONAL,ChIJf2TiuYQpN4gRk2hCrAivWrs
Giant Eagle Pharmacy,44614,2275 Locust St,Canal Fulton,44614,"2275 Locust St, Canal Fulton, OH 44614, USA","40.8816487,-81.5695368",OPERATIONAL,ChIJM9xqmz0pN4gR1r0fLZv0zwM
Marc's,44691,1799 Portage Rd,Wooster,44691,"1799 Portage Rd, Wooster, OH 44691, USA","40.8269781,-81.9137492",OPERATIONAL,ChIJ9RuQtdxHN4gRmmRBWXGcgWo
Salvation Army Millersburg Services,44654,187 S Clay St,Millersburg,44654,"187 S Clay St, Millersburg, OH 44654, USA","40.552161,-81.917129",OPERATIONAL,ChIJD4_ZV6xtN4gROw7ByKrNqgc
Marc's Stores,44646,1413 Amherst Rd NE,Massillon,44646,"1413 Amherst Rd NE, Massillon, OH 44646, USA","40.814144,-81.517488",OPERATIONAL,ChIJOanGHQIoN4gRkHykOWXBUEE
K-C Institutional Pharmacy,44613,360 Wabash Ave N,Brewster,44613,"360 Wabash Ave N, Brewster, OH 44613, USA","40.7178694,-81.5944128",OPERATIONAL,ChIJj5KltIghN4gRzX7wEsSWiEc
Pediatric Consultants,44805,1522 Claremont Ave,Ashland,44805,"1522 Claremont Ave, Ashland, OH 44805, USA","40.854539200000005,-82.3369022",OPERATIONAL,ChIJAQCEidrkOYgRkOlFJrewOkY
COVID-19 Drive-Thru Testing at Walgreens,44646,110 Lincoln Way W,Massillon,44647,"110 Lincoln Way W, Massillon, OH 44647, USA","40.7965017,-81.5241899",OPERATIONAL,ChIJlVBrFvMnN4gRpy9kQ5uBjSw
CVS Pharmacy,44706,2210 Tuscarawas St W,Canton,44708,"2210 Tuscarawas St W, Canton, OH 44708, USA","40.7991974,-81.3982328",OPERATIONAL,ChIJ7UVGKHbaNogRZd-FF8QB_ms
Absolute Pharmacy,44646,5735 Wales Ave NW,Massillon,44646,"5735 Wales Ave NW, Massillon, OH 44646, USA","40.8650142,-81.48519309999999",OPERATIONAL,ChIJraDinVnVNogRkAgKYXwXIzs
BioScrip Infusion Services,44718,4324 Dressler Rd NW,Canton,44718,"4324 Dressler Rd NW, Canton, OH 44718, USA","40.843987,-81.43432",OPERATIONAL,ChIJEfOTZdbWNogRMdAP8VuLxSk
IGA Pharmacy,44657,206 E Lincolnway,Minerva,44657,"206 E Lincolnway, Minerva, OH 44657, USA","40.730397599999996,-81.1022383",OPERATIONAL,ChIJw880JQy5NogRJBdBOgeB80Q
The Pharmacy,44720,,Jackson Township,44720,"Jackson Township, OH 44720, USA","40.8751359,-81.4347414",OPERATIONAL,ChIJkeLXKazWNogRbMtmqihslTQ
Massillon Family Pharmacy,44685,4016 Massillon Rd B,Uniontown,44685,"4016 Massillon Rd B, Uniontown, OH 44685, USA","40.951853199999995,-81.46646160000002",OPERATIONAL,ChIJq375fNnUNogRb_04gCgtL9Y
Aultman Hospital,44710,2600 6th St SW,Canton,44710,"2600 6th St SW, Canton, OH 44710, USA","40.7966979,-81.40286669999999",OPERATIONAL,ChIJD5fg83TaNogRb72ZQ-EoibQ
Walgreens Pharmacy,44703,1223 Cleveland Ave NW,Canton,44703,"1223 Cleveland Ave NW, Canton, OH 44703, USA","40.8099602,-81.3770918",OPERATIONAL,ChIJUYgsi2TQNogR2shjDmnIeR8
Elixir Pharmacy,44720,7835 Freedom Ave NW,North Canton,44720,"7835 Freedom Ave NW, North Canton, OH 44720, USA","40.8945216,-81.42994759999999",OPERATIONAL,ChIJuSXUTgjUNogRItMEDrgCK00
Walgreens Pharmacy,44708,5122 Tuscarawas St W,Canton,44708,"5122 Tuscarawas St W, Canton, OH 44708, USA","40.7918593,-81.4466152",OPERATIONAL,ChIJ59kmj-jZNogRcG1_vua9Fa0
Davies Pharmacy,44708,2915 Tuscarawas St W,Canton,44708,"2915 Tuscarawas St W, Canton, OH 44708, USA","40.7989221,-81.4071793",OPERATIONAL,ChIJH9PUvgraNogRcyxaYrcR5ps
Davies Drugs,44720,6046 Whipple Ave NW,North Canton,44720,"6046 Whipple Ave NW, North Canton, OH 44720, USA","40.8691457,-81.4189699",OPERATIONAL,ChIJDX5-d07RNogR-1sR6NWJ3ZY
Valley View Pharmacy,44643,11141 OH-800,Magnolia,44643,"11141 OH-800, Magnolia, OH 44643, USA","40.6405708,-81.3547086",OPERATIONAL,ChIJf3AE3FvdNogRkx6NL6AInK0
Meijer Pharmacy,44718,4934 Fulton Dr NW,Canton,44718,"4934 Fulton Dr NW, Canton, OH 44718, USA","40.847689599999995,-81.4420186",OPERATIONAL,ChIJ5Q8E0cfXNogRKBBzKvQRuLA
MedTime Pharmacy,44702,400 12th St NW,Canton,44703,"400 12th St NW, Canton, OH 44703, USA","40.80907010000001,-81.37526559999999",OPERATIONAL,ChIJ9b3QG2XQNogR2jOzGmHAQHA
Walgreens Pharmacy,44720,6421 Market Ave N,Canton,44721,"6421 Market Ave N, Canton, OH 44721, USA","40.8754975,-81.3644229",OPERATIONAL,ChIJG1U-9IrRNogR9mfdtZD2R-0
Walgreens Pharmacy,44646,1950 Wales Rd NE,Massillon,44646,"1950 Wales Rd NE, Massillon, OH 44646, USA","40.82053020000001,-81.50261970000001",OPERATIONAL,ChIJkz3JGe_XNogRknt4hoXyZEY
Walgreens Pharmacy,44720,6701 Frank Ave NW,North Canton,44720,"6701 Frank Ave NW, North Canton, OH 44720, USA","40.878536499999996,-81.4418853",OPERATIONAL,ChIJq6rqiKbWNogRPQU41Vof9tM
CVS Pharmacy,44718,7292 Fulton Dr NW,Canton,44718,"7292 Fulton Dr NW, Canton, OH 44718, USA","40.8599817,-81.4844389",OPERATIONAL,ChIJx5ccl0TWNogRLf0CFJo5nmo
Walgreens Pharmacy,44720,1000 S Main St,North Canton,44720,"1000 S Main St, North Canton, OH 44720, USA","40.8686655,-81.3982407",OPERATIONAL,ChIJZSiycW_RNogRJNbZ7XKY2S4
Walmart Pharmacy,44705,3200 Atlantic Blvd NE,Canton,44705,"3200 Atlantic Blvd NE, Canton, OH 44705, USA","40.834554399999995,-81.3294349",OPERATIONAL,ChIJk4XLgjLONogRq2-SaBmsxyI
"Cora J. Roberts, R",44702,733 Market Ave S,Canton,44702,"733 Market Ave S, Canton, OH 44702, USA","40.7932662,-81.37715829999999",OPERATIONAL,ChIJUfVg7YPaNogRdhzeusRMgss
Walgreens Pharmacy,44718,4024 Fulton Dr NW,Canton,44718,"4024 Fulton Dr NW, Canton, OH 44718, USA","40.83634240000001,-81.4247985",OPERATIONAL,ChIJEV9Sf9TQNogRRDVOBpM2YrE
CVS Pharmacy,44646,1130 Lincoln Way E,Massillon,44646,"1130 Lincoln Way E, Massillon, OH 44646, USA","40.8003934,-81.5105012",OPERATIONAL,ChIJVTt8hAbYNogRSPExc3_kv-s
Fulton Drugs Canton Ohio,44709,1657 25th St NW,Canton,44709,"1657 25th St NW, Canton, OH 44709, USA","40.8229845,-81.3928554",OPERATIONAL,ChIJIas7OvLQNogRcX3zQvXZ1sM
CVS Pharmacy,44720,5584 Dressler Rd NW,North Canton,44720,"5584 Dressler Rd NW, North Canton, OH 44720, USA","40.8621103,-81.43135190000001",OPERATIONAL,ChIJpUSYPsrWNogR4IZbjt5OICU
Medicine Center Pharmacy,44641,700 W Main St,Louisville,44641,"700 W Main St, Louisville, OH 44641, USA","40.836374,-81.266577",OPERATIONAL,ChIJ2_rjptvONogRHbOdOsfMFQQ
Medicine Center Pharmacy,44708,2526 Tuscarawas St W,Canton,44708,"2526 Tuscarawas St W, Canton, OH 44708, USA","40.798800299999996,-81.4032144",OPERATIONAL,ChIJeSxleHXaNogRCBK0VguwCCQ
Giant Eagle Pharmacy,44720,1955 E Maple St,North Canton,44720,"1955 E Maple St, North Canton, OH 44720, USA","40.875916,-81.3687281",OPERATIONAL,ChIJg902jYnRNogRsvEkVSg57fQ
Rx Walk-Up,44718,4825 Dressler Rd NW,Canton,44718,"4825 Dressler Rd NW, Canton, OH 44718, USA","40.8512367,-81.4360457",OPERATIONAL,ChIJk4SYy9HWNogRtLCTfMqchwA
Giant Eagle Pharmacy,44709,3100 Cromer Ave NW,Canton,44709,"3100 Cromer Ave NW, Canton, OH 44709, USA","40.832120100000004,-81.3807973",OPERATIONAL,ChIJl18MPlbQNogR9MBbfNFkUAI
The Liberty Pharmacy,44718,4875 Higbee Ave NW,Canton,44718,"4875 Higbee Ave NW, Canton, OH 44718, USA","40.8519772,-81.4283687",OPERATIONAL,ChIJ9zovqu_XNogR3qxLqLWcM0k
CVS Pharmacy,44720,1339 N Main St,North Canton,44720,"1339 N Main St, North Canton, OH 44720, USA","40.89015,-81.40646",OPERATIONAL,ChIJIcDr_OfTNogRGAZfIChTHiY
Walmart Pharmacy,44708,4004 Tuscarawas St W,Canton,44708,"4004 Tuscarawas St W, Canton, OH 44708, USA","40.7941973,-81.42223229999999",OPERATIONAL,ChIJ6aVfkwbaNogREuEbgMTGzDs
Marc's Pharmacy,44718,4825 Dressler Rd NW,Canton,44718,"4825 Dressler Rd NW, Canton, OH 44718, USA","40.851535399999996,-81.4363467",OPERATIONAL,ChIJkzsPlczWNogRK3UwInUWcsk
CVS Pharmacy,44646,1980 Lincoln Way E,Massillon,44646,"1980 Lincoln Way E, Massillon, OH 44646, USA","40.8012071,-81.4975731",OPERATIONAL,ChIJc3iQqhnYNogRrgIwf_mPvtg
Compounding Pharmacy of Green,44685,4016 Massillon Rd B,Uniontown,44685,"4016 Massillon Rd B, Uniontown, OH 44685, USA","40.951863599999996,-81.4663332",OPERATIONAL,ChIJIWwp1tvUNogRx0TSiv3spiQ
Marc's Pharmacy,44708,5123 Tuscarawas St W,Canton,44708,"5123 Tuscarawas St W, Canton, OH 44708, USA","40.7945335,-81.4469917",OPERATIONAL,ChIJCcftg-jZNogRN1tETerPZ-I
Aultman Alliance Community Hospital,44601,200 E State St,Alliance,44601,"200 E State St, Alliance, OH 44601, USA","40.9025331,-81.1024664",OPERATIONAL,ChIJX8Sz-PO0NogRH8B8oplgQm8
Lytle Stewart L,44702,733 Market Ave S,Canton,44702,"733 Market Ave S, Canton, OH 44702, USA","40.793198,-81.37716379999999",OPERATIONAL,ChIJUfVg7YPaNogRrS8zMb_XKv4
Walgreens Pharmacy,44601,2012 S Union Ave,Alliance,44601,"2012 S Union Ave, Alliance, OH 44601, USA","40.9015882,-81.105231",OPERATIONAL,ChIJS7JUw_a0NogRiSKzORRlcY0
Walgreens Pharmacy,44460,2124 E State St,Salem,44460,"2124 E State St, Salem, OH 44460, USA","40.9010789,-80.8309744",OPERATIONAL,ChIJm2OztriqNogR1Siw39W2V_E
Medicine Center Pharmacy,44657,251 East St,Minerva,44657,"251 East St, Minerva, OH 44657, USA","40.7300618,-81.10146069999999",OPERATIONAL,ChIJJWn5Pwy5NogR9-KZc6dX4E8
Finney's Pharmacy,44720,5930 Mayfair Rd,North Canton,44720,"5930 Mayfair Rd, North Canton, OH 44720, USA","40.9091897,-81.4239523",OPERATIONAL,ChIJL30D723RNogRCcMuDfLl57w
Giant Eagle Pharmacy,44720,6493 Strip Ave NW,North Canton,44720,"6493 Strip Ave NW, North Canton, OH 44720, USA","40.875827099999995,-81.4340108",OPERATIONAL,ChIJyX5E8a7WNogRSS9Ru3xnNHw
Giant Eagle Pharmacy,44601,1800 W State St,Alliance,44601,"1800 W State St, Alliance, OH 44601, USA","40.9007564,-81.1313299",OPERATIONAL,ChIJ_3imbQi1NogRz_0PsVxa0fw
Walmart Pharmacy,44601,2700 W State St,Alliance,44601,"2700 W State St, Alliance, OH 44601, USA","40.900524399999995,-81.1605154",OPERATIONAL,ChIJFb_RyoG1NogRJyEt6TMtLBA
The Hometown Pharmacy,44408,1108 Village Plaza,Columbiana,44408,"1108 Village Plaza, Columbiana, OH 44408, USA","40.902252499999996,-80.6970472",OPERATIONAL,ChIJO9CfEfUHNIgREpCjzLuy8a4
Easterday Pharmacy,44601,1696 S Arch Ave,Alliance,44601,"1696 S Arch Ave, Alliance, OH 44601, USA","40.904486,-81.10108629999999",OPERATIONAL,ChIJw5JbrfO0NogRfLFz9uY-IjE
Genoa Healthcare,44702,625 Cleveland Ave NW #301,Canton,44702,"625 Cleveland Ave NW #301, Canton, OH 44702, USA","40.803328799999996,-81.375329",OPERATIONAL,ChIJI5tgMXrQNogRcl3F_-UmpaM
Giant Eagle Pharmacy,44460,2401 E State St,Salem,44460,"2401 E State St, Salem, OH 44460, USA","40.8997215,-80.8268794",OPERATIONAL,ChIJlWCl_buqNogRs-oXRootrIU
Meijer Pharmacy,44720,1505 N Main St,North Canton,44720,"1505 N Main St, North Canton, OH 44720, USA","40.8922427,-81.4079962",OPERATIONAL,ChIJFWI0KYXTNogRnc1mFv7UJcM
East Liverpool City Hospital,43920,425 W 5th St,East Liverpool,43920,"425 W 5th St, East Liverpool, OH 43920, USA","40.6217986,-80.58649679999999",OPERATIONAL,ChIJ4TgCr_0WNIgRCWlAkNEF8II
Walmart Pharmacy,43920,16280 Dresden Ave,East Liverpool,43920,"16280 Dresden Ave, East Liverpool, OH 43920, USA","40.66334,-80.58758619999999",OPERATIONAL,ChIJh0YekioRNIgR6-RLkdr4NZQ
Herche Bloor Pharmacy,43920,104 E 5th St,East Liverpool,43920,"104 E 5th St, East Liverpool, OH 43920, USA","40.619023999999996,-80.57958169999999",OPERATIONAL,ChIJI6I0hvkWNIgRkMGPn_feb9E
Buckeye Pharmacy,43920,15549 OH-170 STE 1,East Liverpool,43920,"15549 OH-170 STE 1, East Liverpool, OH 43920, USA","40.674465,-80.5764015",OPERATIONAL,ChIJq7dgXD0RNIgRLkeKkdnbCms
Medical Express Pharmacy Services,43920,104 E 5th St,East Liverpool,43920,"104 E 5th St, East Liverpool, OH 43920, USA","40.619018,-80.5795649",OPERATIONAL,ChIJI6I0hvkWNIgRDOQTYEs4KrQ
Giant Eagle Pharmacy,43920,619 Bradshaw Ave,East Liverpool,43920,"619 Bradshaw Ave, East Liverpool, OH 43920, USA","40.6211568,-80.57465719999999",OPERATIONAL,ChIJQSdlm_AWNIgRj5JV6HfxIq4
Giant Eagle Pharmacy,43920,15937 OH-170,East Liverpool,43920,"15937 OH-170, East Liverpool, OH 43920, USA","40.6718864,-80.58541699999999",OPERATIONAL,ChIJVSfuHCERNIgRfe94EJz7EyQ
Antwerp Train Station,45813,508 W River St,Antwerp,45813,"508 W River St, Antwerp, OH 45813, USA","41.1790768,-84.7473833",OPERATIONAL,ChIJqzPC2hbjPYgR4Qme4eBMgSg
Hicksville Pharmacy and Home,43526,116 E High St,Hicksville,43526,"116 E High St, Hicksville, OH 43526, USA","41.2934141,-84.76159469999999",OPERATIONAL,ChIJc2i_lTrlPYgRFchk6vvt5Dk
Kroger Pharmacy,43512,1890 E 2nd St,Defiance,43512,"1890 E 2nd St, Defiance, OH 43512, USA","41.2837788,-84.3282545",OPERATIONAL,ChIJYUYQGmrSPYgRBJjyEoUL438
Miller's Pharmacy & Gifts,45853,101 Broad St,Columbus Grove,45830,"101 Broad St, Columbus Grove, OH 45830, USA","40.9824955,-84.200122",OPERATIONAL,ChIJDRBfOBqGPogRsqxH68iEaRw
Lane Drug Company 02352,43512,1816 E 2nd St,Defiance,43512,"1816 E 2nd St, Defiance, OH 43512, USA","41.2827,-84.332191",OPERATIONAL,ChIJj1diu2rSPYgRbjiLk4Zz3EA
Lane Drug Company 02364,43512,618 N Clinton St,Defiance,43512,"618 N Clinton St, Defiance, OH 43512, USA","41.295333199999995,-84.36142009999999",OPERATIONAL,ChIJh5gVSPrRPYgRoJjIVtQdT3Q
Okuley's Pharmacy & Home Medical,43512,1201 E 2nd St,Defiance,43512,"1201 E 2nd St, Defiance, OH 43512, USA","41.2824828,-84.3426861",OPERATIONAL,ChIJyTXTYT3SPYgRkovuN7L6LMI
Walmart Pharmacy,45875,1720 N Perry St,Ottawa,45875,"1720 N Perry St, Ottawa, OH 45875, USA","41.0342753,-84.0347508",OPERATIONAL,ChIJNSb8pu2bPogRHNLD5Bn3Cz0
Tucker's Pharmacy,45875,1831 E Main St,Ottawa,45875,"1831 E Main St, Ottawa, OH 45875, USA","41.021221399999995,-84.025663",OPERATIONAL,ChIJH53em9ybPogRrLZXJUOAxBg
Okuley's Pharmacy,45831,102 S Main St,Continental,45831,"102 S Main St, Continental, OH 45831, USA","41.0969835,-84.2663523",OPERATIONAL,ChIJJ2jJ6oCAPogRfmOey9LkXDQ
Harness Health Pharmacy - Defiance,43512,1400 E 2nd St,Defiance,43512,"1400 E 2nd St, Defiance, OH 43512, USA","41.283325,-84.34020029999999",OPERATIONAL,ChIJ_YwaMRbSPYgRGR94HXYN_os
Tucker William E,45875,1831 E Main St,Ottawa,45875,"1831 E Main St, Ottawa, OH 45875, USA","41.0212468,-84.02577169999999",OPERATIONAL,ChIJH53em9ybPogRK_TodoCPkug
ProMedica Pharmacy Medication Management - Defiance,43512,1252 Ralston Ave Suite 401,Defiance,43512,"1252 Ralston Ave Suite 401, Defiance, OH 43512, USA","41.30021,-84.374534",OPERATIONAL,ChIJe0kIHy_RPYgRX9nE50qOa5Q
Okuley's Pharmacy-Paulding Inc.,45879,829 N Williams St,Paulding,45879,"829 N Williams St, Paulding, OH 45879, USA","41.1474721,-84.58011259999999",OPERATIONAL,ChIJO5TxAAB1PogR3F2mD-g95IQ
Genoa Healthcare,43512,211 Biede Ave,Defiance,43512,"211 Biede Ave, Defiance, OH 43512, USA","41.2856891,-84.34203699999999",OPERATIONAL,ChIJ-zZ3dwPTPYgR8ka3hVbJakU
Elizabeth White,45879,100 N Williams St,Paulding,45879,"100 N Williams St, Paulding, OH 458791281, USA","41.1374695,-84.5811307",OPERATIONAL,ChIJAQCQ6mt1PogRGdlANcpZ96Y
Roop Melissa D,45879,1000 N Williams St,Paulding,45879,"1000 N Williams St, Paulding, OH 45879, USA","41.150358000000004,-84.5815248",OPERATIONAL,ChIJa5L8a2F1PogRZJHgguCNwdI
"Amy J. DeMarsh, RPh",45840,S Main St,Findlay,45840,"S Main St, Findlay, OH 45840, USA","41.0218144,-83.6503201",OPERATIONAL,ChIJpU73MHKsPogRVQ1MSuDnYrU
Meijer Pharmacy,45840,2200 Tiffin Ave,Findlay,45840,"2200 Tiffin Ave, Findlay, OH 45840, USA","41.0565113,-83.6005967",OPERATIONAL,ChIJ4WTUHS-rPogRGX3xmZJGo_c
Kroger Pharmacy,45840,1996 Tiffin Ave,Findlay,45840,"1996 Tiffin Ave, Findlay, OH 45840, USA","41.0555339,-83.6067898",OPERATIONAL,ChIJi3i4lCSrPogRy1fSw-8nvSY
CVS Pharmacy,45840,463 Tiffin Ave,Findlay,45840,"463 Tiffin Ave, Findlay, OH 45840, USA","41.0447412,-83.64190889999999",OPERATIONAL,ChIJv53JkJirPogRF26QztJD66s
Kroger Pharmacy,45840,101 6th St,Findlay,45840,"101 6th St, Findlay, OH 45840, USA","41.0220273,-83.6487463",OPERATIONAL,ChIJh3b953asPogRtwt2XIqHrmQ
Great Scot North Baltimore Pharmacy,45872,13710 Deshler Rd,North Baltimore,45872,"13710 Deshler Rd, North Baltimore, OH 45872, USA","41.1735214,-83.6634551",OPERATIONAL,ChIJWRsegg8BPIgRr-Q8i1YOyo8
Center For Medication Management,45840,1900 S Main St,Findlay,45840,"1900 S Main St, Findlay, OH 45840, USA","41.017849999999996,-83.651653",OPERATIONAL,ChIJOWSDyDStPogRmQeLmMZKbQU
Walmart Pharmacy,45840,2500 Tiffin Ave,Findlay,45840,"2500 Tiffin Ave, Findlay, OH 45840, USA","41.0574067,-83.59442709999999",OPERATIONAL,ChIJ3aXTiSyrPogR7Fqc3MaoJXE
Walmart Pharmacy,45840,1161 W Trenton Ave,Findlay,45840,"1161 W Trenton Ave, Findlay, OH 45840, USA","41.0562459,-83.67285299999999",OPERATIONAL,ChIJlcW9qtCrPogRK3D8KHH0N5k
Leifheit Michael,45840,1900 S Main St,Findlay,45840,"1900 S Main St, Findlay, OH 45840, USA","41.017849999999996,-83.651653",OPERATIONAL,ChIJpU73MHKsPogRXuy3tTC9p7I
Fch Retail Pharmacy,44830,501 Van Buren St,Fostoria,44830,"501 Van Buren St, Fostoria, OH 44830, USA","41.163118999999995,-83.4232613",OPERATIONAL,ChIJsxJymbL8O4gRxhZQ9ksH6QU
Great Scot Pharmacy,45840,2017 Broad Ave,Findlay,45840,"2017 Broad Ave, Findlay, OH 45840, USA","41.0641313,-83.66312940000002",OPERATIONAL,ChIJF91u79irPogR77vsbdmVAu8
"Jon D. Staschiak, BS",45840,301 N Main St,Findlay,45840,"301 N Main St, Findlay, OH 45840, USA","41.044655299999995,-83.64959739999999",OPERATIONAL,ChIJ3y4lcJarPogR2N2ccCxbqh8
Genoa Healthcare,45840,1941 Carlin St,Findlay,45840,"1941 Carlin St, Findlay, OH 45840, USA","41.014266,-83.68349860000001",OPERATIONAL,ChIJ_94o-NSvPogR29o5489KKGk
Kruse Ryan M,45840,1900 S Main St,Findlay,45840,"1900 S Main St, Findlay, OH 45840, USA","41.017849999999996,-83.651653",OPERATIONAL,ChIJpU73MHKsPogRNArDMbKDwfk
Scarbrough's Medical Arts,45840,1809 S Main St,Findlay,45840,"1809 S Main St, Findlay, OH 45840, USA","41.018089200000006,-83.64998150000001",OPERATIONAL,ChIJG5cGnHGsPogRcr0tdpbBmcs
Great Scot,45872,13710 Deshler Rd,North Baltimore,45872,"13710 Deshler Rd, North Baltimore, OH 45872, USA","41.1738303,-83.66306879999999",OPERATIONAL,ChIJ-ehQRkQBPIgR95j_zrGuxDY
Natural Health Center,45840,117 W Sandusky St,Findlay,45840,"117 W Sandusky St, Findlay, OH 45840, USA","41.0368283,-83.65127559999999",OPERATIONAL,ChIJz5ovGpKrPogRm38O6S9cPtk
Toledo Family Pharmacy,43605,324 Main St,Toledo,43605,"324 Main St, Toledo, OH 43605, USA","41.6460399,-83.521123",OPERATIONAL,ChIJQaz0T7qGO4gRp2S1UuEkOxQ
Bluffton Veterinary Hospital & Pet Care Center,45817,70 OH-103,Bluffton,45817,"70 OH-103, Bluffton, OH 45817, USA","40.8928297,-83.8787028",OPERATIONAL,ChIJKefY_zm8PogRdcaJFnBT1a0
COVID-19 Drive-Thru Testing at Walgreens,45840,15031 State Rte 224 E,Findlay,45840,"15031 State Rte 224 E, Findlay, OH 45840, USA","41.0360162,-83.64685829999999",OPERATIONAL,ChIJv13iPZCrPogRKlfXKVT9PWg
Toledo Family Pharmacy,43604,529 Dorr St,Toledo,43604,"529 Dorr St, Toledo, OH 43604, USA","41.6514175,-83.5562535",OPERATIONAL,ChIJYXCbqpmHO4gRsGSnGrLu_TI
Mercy Health - Tiffin Hospital,44883,45 St Lawrence Dr,Tiffin,44883,"45 St Lawrence Dr, Tiffin, OH 44883, USA","41.10410890000001,-83.2162584",OPERATIONAL,ChIJ8R-pA6PfO4gRYrk4QKtimmM
Kroger Pharmacy,44883,790 W Market St,Tiffin,44883,"790 W Market St, Tiffin, OH 44883, USA","41.1128224,-83.20849659999999",OPERATIONAL,ChIJmdo5PgbfO4gRzH6ffaxBR6I
Kroger Pharmacy,44830,126 W High St,Fostoria,44830,"126 W High St, Fostoria, OH 44830, USA","41.163346,-83.41546919999999",OPERATIONAL,ChIJc-QkdU7jO4gR_c_Y9lzPee8
CVS Pharmacy,44883,733 W Market St,Tiffin,44883,"733 W Market St, Tiffin, OH 44883, USA","41.1106573,-83.2066765",OPERATIONAL,ChIJW1u4CwjfO4gRVzkQJYgShPM
