Business_Name,ZCTA5,Public Address Street,Public Address City,Public Zip,Full Address,Geo,Operational_Status,Places_ID
Kroger Pharmacy,45885,475 Fortman Dr,St Marys,45885,"475 Fortman Dr, St Marys, OH 45885, USA","40.5542514,-84.384709",OPERATIONAL,ChIJaUuf9rlTPogRCrBnM3ffuSY
Limamemorial pharmacy,45804,951 Commerce Pkwy,Lima,45804,"951 Commerce Pkwy, Lima, OH 45804, USA","40.694320999999995,-84.0917855",OPERATIONAL,ChIJVVUFzi_uPogRPoeqzHt1ysE
Heartlight Pharmacy Services,45801,1331 N Cole St,Lima,45801,"1331 N Cole St, Lima, OH 45801, USA","40.7554918,-84.1281559",OPERATIONAL,ChIJXaxDkZDzPogRWkQRnx4GmPg
Mercy Health - St. Rita's Medical Center,45801,730 W Market St,Lima,45801,"730 W Market St, Lima, OH 45801, USA","40.7409355,-84.118479",OPERATIONAL,ChIJe5F0OhfyPogRvLLo64YMXM4
Walgreens Pharmacy,45805,701 N Cable Rd,Lima,45805,"701 N Cable Rd, Lima, OH 45805, USA","40.749032899999996,-84.1476318",OPERATIONAL,ChIJVzbbFMrzPogRLqBYJKEbDoY
Meijer Pharmacy,45807,3298 Elida Rd,Lima,45805,"3298 Elida Rd, Lima, OH 45805, USA","40.7713393,-84.1625073",OPERATIONAL,ChIJVwN88J_zPogRv3VeHEazmaY
Walmart Pharmacy,45895,1257 Bellefontaine St,Wapakoneta,45895,"1257 Bellefontaine St, Wapakoneta, OH 45895, USA","40.5620498,-84.17747179999999",OPERATIONAL,ChIJOR-mrQX8PogRJRg1Fg8yG0w
Walgreens Pharmacy,45804,2366 Harding Hwy,Lima,45804,"2366 Harding Hwy, Lima, OH 45804, USA","40.7302065,-84.0622968",OPERATIONAL,ChIJUxdYd9TtPogRFjiZfmPSNY0
"Cathleen I. Garman, RPH",45895,1302 Defiance St,Wapakoneta,45895,"1302 Defiance St, Wapakoneta, OH 45895, USA","40.584434900000005,-84.206408",OPERATIONAL,ChIJ5cNEYUf5PogRLQBqdYflCGw
CVS Pharmacy,45895,1101 Bellefontaine St,Wapakoneta,45895,"1101 Bellefontaine St, Wapakoneta, OH 45895, USA","40.564763299999996,-84.1792744",OPERATIONAL,ChIJr4Auogb8PogRJ-F75ryksZs
Walmart Pharmacy,45804,2400 Harding Hwy,Lima,45804,"2400 Harding Hwy, Lima, OH 45804, USA","40.7294274,-84.0602224",OPERATIONAL,ChIJP3jKt9TtPogRx20fYlzPYsw
CVS Pharmacy,45806,2620 W Breese Rd,Lima,45806,"2620 W Breese Rd, Lima, OH 45806, USA","40.6868881,-84.1518044",OPERATIONAL,ChIJGY3i_fzwPogRGqyP6dUTOC4
Canal Health Mart Pharmacy,45887,102 S Broadway St,Spencerville,45887,"102 S Broadway St, Spencerville, OH 45887, USA","40.707513,-84.354427",OPERATIONAL,ChIJTQjX1ddbPogRRrqfWhQmg74
Walmart Pharmacy,45805,2450 Allentown Rd,Lima,45805,"2450 Allentown Rd, Lima, OH 45805, USA","40.7525608,-84.15225989999999",OPERATIONAL,ChIJxSZlobbzPogR_zIQVCDVU7c
Harness Health Pharmacy - St. Rita's,45801,730 W Market St,Lima,45801,"730 W Market St, Lima, OH 45801, USA","40.740984499999996,-84.11861359999999",OPERATIONAL,ChIJaTqUqYDzPogRwqk9x7VKekM
Sam's Club Pharmacy,45804,1150 Greely Chapel Rd,Lima,45804,"1150 Greely Chapel Rd, Lima, OH 45804, USA","40.7248909,-84.07383639999999",OPERATIONAL,ChIJYcrCFHbuPogRRtp0tQju9Qo
Genoa Healthcare,45804,799 S Main St,Lima,45804,"799 S Main St, Lima, OH 45804, USA","40.727412699999995,-84.10388499999999",OPERATIONAL,ChIJ_V8ggP_xPogReFiuXbCBm04
HomeTown Pharmacy - Pandora,45877,112 E Main St,Pandora,45877,"112 E Main St, Pandora, OH 45877, USA","40.9479036,-83.96160979999999",OPERATIONAL,ChIJQZWW3pCXPogRlSHPdXtpDgc
Pharmacy Solutions,45877,112 E Main St,Pandora,45877,"112 E Main St, Pandora, OH 45877, USA","40.9479036,-83.96160979999999",OPERATIONAL,ChIJAQDA25CXPogR62Ih3WBj6-8
Western Ohio Health Partners,45801,1550 N Main St,Lima,45801,"1550 N Main St, Lima, OH 45801, USA","40.762645299999996,-84.10448819999999",OPERATIONAL,ChIJpavcLXnyPogRY4Wmlnfr9HE
Eagle Dispensaries | Verilife,45895,502 Dixie Hwy,Wapakoneta,45895,"502 Dixie Hwy, Wapakoneta, OH 45895, USA","40.575133,-84.1832079",OPERATIONAL,ChIJe1dOmZL7PogR5H9tY66ZNjc
Greg's Pharmacy,45877,112 E Main St,Pandora,45877,"112 E Main St, Pandora, OH 45877, USA","40.9479036,-83.96160979999999",OPERATIONAL,ChIJQZWW3pCXPogRmyOjXGBVNnw
Health Partners of Western Ohio,45801,329 N West St,Lima,45801,"329 N West St, Lima, OH 45801, USA","40.7435946,-84.1081536",OPERATIONAL,ChIJS7K2awDzPogRrZ02hd-H9wg
COVID-19 Drive-Thru Testing at Walgreens,45804,2366 Harding Hwy,Lima,45804,"2366 Harding Hwy, Lima, OH 45804, USA","40.7302204,-84.06241399999999",OPERATIONAL,ChIJQxWa3KXtPogR8-EFp3nqztA
COVID-19 Drive-Thru Testing at Walgreens,45805,701 N Cable Rd,Lima,45805,"701 N Cable Rd, Lima, OH 45805, USA","40.749099,-84.14754909999999",OPERATIONAL,ChIJETo-E8rzPogR7ns-ZqWZkdA
Chickasaw Veterinary Center,45826,88 W Franklin St,Chickasaw,45826,"88 W Franklin St, Chickasaw, OH 45826, USA","40.4368328,-84.4959126",OPERATIONAL,ChIJcT7cCsSzP4gR2UeoWZ54F6E
COVID-19 Drive-Thru Testing at Walgreens,45365,1400 Michigan St,Sidney,45365,"1400 Michigan St, Sidney, OH 45365, USA","40.2882208,-84.1765485",OPERATIONAL,ChIJZSjnLPMPP4gRYzHw_5gKIxQ
Walmart Pharmacy,43326,1241 E Columbus St,Kenton,43326,"1241 E Columbus St, Kenton, OH 43326, USA","40.657132700000005,-83.58370169999999",OPERATIONAL,ChIJtf-NpdMyOYgRvEVznUfSZ-4
Lane Drug Company 02363,43326,130 S Detroit St,Kenton,43326,"130 S Detroit St, Kenton, OH 43326, USA","40.6462925,-83.60948669999999",OPERATIONAL,ChIJW1TIGTzNPogR7Yzp1Cb0LUI
CVS Pharmacy,43326,987 E Columbus St,Kenton,43326,"987 E Columbus St, Kenton, OH 43326, USA","40.6532781,-83.5918587",OPERATIONAL,ChIJ5Q4fNdMyOYgRIIBQrh6wfto
Arlington Pharmacy,45814,106 N Main St,Arlington,45814,"106 N Main St, Arlington, OH 45814, USA","40.893712,-83.6513499",OPERATIONAL,ChIJYXN-i7mzPogRWzMZ3KwdrX4
ONU Healthwise Pharmacy,45810,511 W Lincoln Ave,Ada,45810,"511 W Lincoln Ave, Ada, OH 45810, USA","40.768506599999995,-83.82878559999999",OPERATIONAL,ChIJNQYI1T3HPogR93yN5PnSyKI
Mary Rutan Retail Pharmacy,43311,1134 N Main St 1st Floor,Bellefontaine,43311,"1134 N Main St 1st Floor, Bellefontaine, OH 43311, USA","40.3780715,-83.7541914",OPERATIONAL,ChIJ5ykOuoovP4gRzcoC3UVWymI
CVS Pharmacy,45817,126 N Main St,Bluffton,45817,"126 N Main St, Bluffton, OH 45817, USA","40.8939798,-83.8909354",OPERATIONAL,ChIJC8z3Q8u9PogRJM3J2pmSLss
Community Markets Bellefontaine Pharmacy,43311,878 E Sandusky Ave St,Bellefontaine,43311,"878 E Sandusky Ave St, Bellefontaine, OH 43311, USA","40.364656,-83.7381766",OPERATIONAL,ChIJl3LzMj4vP4gRBTR75G9idEE
Forest Pharmacy,45843,112 E Lima St,Forest,45843,"112 E Lima St, Forest, OH 45843, USA","40.8018955,-83.5114863",OPERATIONAL,ChIJm31HxRtLOYgRxCEzUtAEosA
Prescription Bliss,43311,111 W Columbus Ave,Bellefontaine,43311,"111 W Columbus Ave, Bellefontaine, OH 43311, USA","40.3609855,-83.7603601",OPERATIONAL,ChIJg4jrb-zXOIgRQI6ra7umFWU
Kenton Community Health Center,43326,111 W Espy St,Kenton,43326,"111 W Espy St, Kenton, OH 43326, USA","40.6412298,-83.60825690000001",OPERATIONAL,ChIJ7-SnnCTNPogR821ZFVzpB5A
COVID-19 Drive-Thru Testing at Walgreens,43311,101 E Sandusky Ave,Bellefontaine,43311,"101 E Sandusky Ave, Bellefontaine, OH 43311, USA","40.3629697,-83.7590281",OPERATIONAL,ChIJFbpE5WAvP4gRaoC4QepDNKQ
WPAFB Pharmacy,45433,2399 Oak St,Wright-Patterson AFB,45433,"2399 Oak St, Wright-Patterson AFB, OH 45433, USA","39.8095947,-84.0293422",OPERATIONAL,ChIJicaybFGdQIgRLIAIzLHbQLI
Kroger Pharmacy,43302,1428 Marion-Waldo Rd,Marion,43302,"1428 Marion-Waldo Rd, Marion, OH 43302, USA","40.5630411,-83.1172309",OPERATIONAL,ChIJv91PnvcaOYgR6o7uHzYcSx4
Meijer Pharmacy,43302,2153 Marion-Mt Gilead Rd,Marion,43302,"2153 Marion-Mt Gilead Rd, Marion, OH 43302, USA","40.5788313,-83.07127299999999",OPERATIONAL,ChIJ6cCu2lEFOYgR5wfDwe8vE14
Palmetto Long Term Care Pharm,44820,2458 Stetzer Rd,Bucyrus,44820,"2458 Stetzer Rd, Bucyrus, OH 44820, USA","40.8162508,-82.9399301",OPERATIONAL,ChIJJW9X6tB1OYgR_Sai8Uqiy1c
Good Neighbor Pharmacy,43351,,Upper Sandusky,43351,"Upper Sandusky, OH 43351, USA","40.828732099999996,-83.28156489999999",OPERATIONAL,ChIJkRgES5dBOYgRhgAsrjAXX54
Walmart Pharmacy,43302,1546 Marion-Mt Gilead Rd,Marion,43302,"1546 Marion-Mt Gilead Rd, Marion, OH 43302, USA","40.5838422,-83.0883102",OPERATIONAL,ChIJA0j9Qa4aOYgR6OtbidV0zZY
Kroger Pharmacy,43302,1608 Marion-Mt Gilead Rd,Marion,43302,"1608 Marion-Mt Gilead Rd, Marion, OH 43302, USA","40.5833127,-83.08628619999999",OPERATIONAL,ChIJnWhA5a4aOYgRzDSCerLOS_Q
Kroger Pharmacy,44820,210 E Mary St,Bucyrus,44820,"210 E Mary St, Bucyrus, OH 44820, USA","40.8113491,-82.9732374",OPERATIONAL,ChIJvw9BZRZ0OYgR-23ROFLSVNM
Walgreens Pharmacy,43302,1321 Delaware Ave,Marion,43302,"1321 Delaware Ave, Marion, OH 43302, USA","40.5649541,-83.1210163",OPERATIONAL,ChIJK5naMPYaOYgRHGS-EzSoZWE
Marion Prescription,43302,544 E Center St,Marion,43302,"544 E Center St, Marion, OH 43302, USA","40.5893272,-83.1169172",OPERATIONAL,ChIJs7Z2QXkaOYgRgzmszZRr84g
CVS Pharmacy,43302,137 McMahan Blvd,Marion,43302,"137 McMahan Blvd, Marion, OH 43302, USA","40.5818863,-83.0833631",OPERATIONAL,ChIJF9CWyK0aOYgRMyt5Dp5vf9E
Rx,43015,,Delaware,43015,"Delaware, OH 43015, USA","40.312394499999996,-83.1101666",OPERATIONAL,ChIJIbruXOPkOIgRtgg6xNRoB-Y
Prospect Pharmacy,43342,171 S Main St,Prospect,43342,"171 S Main St, Prospect, OH 43342, USA","40.4492364,-83.1895151",OPERATIONAL,ChIJt2hlJjweOYgRHKeK-ZW0i9A
Walmart Pharmacy,43351,1855 E Wyandot Ave,Upper Sandusky,43351,"1855 E Wyandot Ave, Upper Sandusky, OH 43351, USA","40.8346282,-83.2320307",OPERATIONAL,ChIJfWVf0AVqOYgRLs13-R4QgFY
CVS Pharmacy,43302,535 Delaware Ave,Marion,43302,"535 Delaware Ave, Marion, OH 43302, USA","40.5797685,-83.1272867",OPERATIONAL,ChIJXYP1gGMaOYgRxoQBVwe-MYQ
Walgreens Pharmacy at Smith Clinic,43302,1040 Delaware Ave,Marion,43302,"1040 Delaware Ave, Marion, OH 43302, USA","40.570274399999995,-83.1204989",OPERATIONAL,ChIJEerJ7l8aOYgRVk345DAC-Xo
Koehler Pharmacy,43351,425 W Church St,Upper Sandusky,43351,"425 W Church St, Upper Sandusky, OH 43351, USA","40.8354928,-83.28719509999999",OPERATIONAL,ChIJNczZN5dBOYgR7_ZpT65gNR4
Richwood Pharmacy,43344,24 W Ottawa St,Richwood,43344,"24 W Ottawa St, Richwood, OH 43344, USA","40.42659,-83.297699",OPERATIONAL,ChIJ0RNHv3bfOIgRHLlZBMwHSR4
CVS Pharmacy,43015,1725 W Central Ave,Delaware,43015,"1725 W Central Ave, Delaware, OH 43015, USA","40.3085934,-83.1089425",OPERATIONAL,ChIJMRhOieLkOIgRxwW8IbJxJs8
CVS Pharmacy,43015,190 S Sandusky St,Delaware,43015,"190 S Sandusky St, Delaware, OH 43015, USA","40.292459799999996,-83.068981",OPERATIONAL,ChIJuRGAd8_6OIgRZifW5lrAnb4
The Medicine Shoppe Pharmacy,44820,345 N Sandusky Ave,Bucyrus,44820,"345 N Sandusky Ave, Bucyrus, OH 44820, USA","40.8118237,-82.9760874",OPERATIONAL,ChIJ2zTvuxZ0OYgRqMP-vn5YTR4
Walmart Pharmacy,44820,1875 E Mansfield St,Bucyrus,44820,"1875 E Mansfield St, Bucyrus, OH 44820, USA","40.8104854,-82.9458537",OPERATIONAL,ChIJb24zSMx1OYgRY2-lvV2btKI
Harry's Pharmacy,43316,930 Sheriden Dr,Carey,43316,"930 Sheriden Dr, Carey, OH 43316, USA","40.9433848,-83.3999887",OPERATIONAL,ChIJ_y6d5uBaOYgRM8-XBYJJK3c
Walmart Pharmacy,43015,1760 Columbus Pike,Delaware,43015,"1760 Columbus Pike, Delaware, OH 43015, USA","40.265686599999995,-83.0735517",OPERATIONAL,ChIJ3Zjr7Kn6OIgRLSuccU6d2ww
"Sarah E. Massie, MSW",43302,332 S Main St,Marion,43302,"332 S Main St, Marion, OH 43302, USA","40.5841081,-83.12783139999999",OPERATIONAL,ChIJjSq7c3saOYgRuUh8ose82ig
CVS Pharmacy,44820,101 E Charles St,Bucyrus,44820,"101 E Charles St, Bucyrus, OH 44820, USA","40.8049999,-82.9749374",OPERATIONAL,ChIJc9LAL2t0OYgRQiuncv-qdg8
Ohiohealth Physician Group Map Internal Medicine,43302,1040 Delaware Ave,Marion,43302,"1040 Delaware Ave, Marion, OH 43302, USA","40.570274399999995,-83.1204989",OPERATIONAL,ChIJVVVVEvUaOYgROpRPbHZke-Q
Fillmore Pharmacy,44882,119 S Sycamore Ave,Sycamore,44882,"119 S Sycamore Ave, Sycamore, OH 44882, USA","40.9490698,-83.17012489999999",OPERATIONAL,ChIJ7-mX9HlmOYgRUE7hIPnk0-Y
Genoa Healthcare,44820,2458 Stetzer Rd Room 193,Bucyrus,44820,"2458 Stetzer Rd Room 193, Bucyrus, OH 44820, USA","40.8161084,-82.93984789999999",OPERATIONAL,ChIJB2PGdKx1OYgRFlGnouPYeOs
Walgreens Pharmacy,45840,15031 US-224,Findlay,45840,"15031 US-224, Findlay, OH 45840, USA","41.055272599999995,-83.5920739",OPERATIONAL,ChIJv13iPZCrPogRv0KIWDW8ZAE
The Little Clinic,43015,801 N Houk Rd,Delaware,43015,"801 N Houk Rd, Delaware, OH 43015, USA","40.3127904,-83.11025819999999",OPERATIONAL,ChIJfTjIW-PkOIgR3TGxHVi6qno
Dahms-Peters Jennifer L,43316,101 E Findlay St,Carey,43316,"101 E Findlay St, Carey, OH 43316, USA","40.952394,-83.38260199999999",OPERATIONAL,ChIJ_y6d5uBaOYgRtfLeWrsKWso
COVID-19 Drive-Thru Testing at Walgreens,43015,19 London Rd,Delaware,43015,"19 London Rd, Delaware, OH 43015, USA","40.289826999999995,-83.0694423",OPERATIONAL,ChIJ__8_tMj6OIgRKkfpSQeLa_c
COVID-19 Drive-Thru Testing at Walgreens,43302,1321 Delaware Ave,Marion,43302,"1321 Delaware Ave, Marion, OH 43302, USA","40.565013,-83.1210856",OPERATIONAL,ChIJq6rqMPYaOYgRAKr9KlNiyLI
"PharMerica – Worthington, OH",43085,720 Lakeview Plaza Blvd H H,Columbus,43085,"720 Lakeview Plaza Blvd H H, Columbus, OH 43085, USA","40.1145156,-82.99777870000001",OPERATIONAL,ChIJ98f4k17zOIgRJ_Ju16CknT4
Discount Drug Mart #16 Pharmacy,44890,307 Walton St E Pharmacy,Willard,44890,"307 Walton St E Pharmacy, Willard, OH 44890, USA","41.0418655,-82.7302597",OPERATIONAL,ChIJr6y8h2qJOYgRREt-l31OWnA
Ohio Health,44903,335 Glessner Ave,Mansfield,44903,"335 Glessner Ave, Mansfield, OH 44903, USA","40.7525748,-82.5280879",OPERATIONAL,ChIJyx2imPzqOYgRC20DZoAx7BE
Kroger Pharmacy,43338,555 W Marion St,Mt Gilead,43338,"555 W Marion St, Mt Gilead, OH 43338, USA","40.5472684,-82.846499",OPERATIONAL,ChIJIUZV3uioOYgR_-M8_yfCuRc
Rx,43074,,Sunbury,43074,"Sunbury, OH 43074, USA","40.2461404,-82.8682896",OPERATIONAL,ChIJM5sJFSxYOIgRbX94Mg1NNJw
Kroger Pharmacy,44905,1060 Ashland Rd,Mansfield,44905,"1060 Ashland Rd, Mansfield, OH 44905, USA","40.7740831,-82.47584049999999",OPERATIONAL,ChIJzS2PBODrOYgRQNh1-YQPgzs
Walgreens Pharmacy,44906,1000 Park Ave W,Mansfield,44906,"1000 Park Ave W, Mansfield, OH 44906, USA","40.7596573,-82.5523639",OPERATIONAL,ChIJCfYsFijrOYgRZfqf-yxpGqM
Hursh Drugs,44902,90 N Diamond St,Mansfield,44902,"90 N Diamond St, Mansfield, OH 44902, USA","40.7607479,-82.5138166",OPERATIONAL,ChIJo02C8KvrOYgR4zsphoRPj08
Quay Drugs Inc,44833,2 Public Sq,Galion,44833,"2 Public Sq, Galion, OH 44833, USA","40.733522,-82.789745",OPERATIONAL,ChIJ1-G84XeiOYgR7eefos5uabI
Meijer Pharmacy,44903,1355 N Lexington-Springmill Rd,Mansfield,44906,"1355 N Lexington-Springmill Rd, Mansfield, OH 44906, USA","40.789193,-82.5927359",OPERATIONAL,ChIJ9e0pwpCUOYgRkI1rnJfWJyA
Kroger Pharmacy,44907,1500 Lexington Ave,Mansfield,44907,"1500 Lexington Ave, Mansfield, OH 44907, USA","40.7187943,-82.54921499999999",OPERATIONAL,ChIJ3WN4hqfqOYgREhXzwk60EhU
CVS Pharmacy,44907,1411 Lexington Ave,Mansfield,44907,"1411 Lexington Ave, Mansfield, OH 44907, USA","40.720143799999995,-82.5438772",OPERATIONAL,ChIJQyv046DqOYgR4sbY77p7mEc
Kroger Pharmacy,44906,1240 Park Ave W,Mansfield,44906,"1240 Park Ave W, Mansfield, OH 44906, USA","40.7608885,-82.56096300000002",OPERATIONAL,ChIJe8LVYdXqOYgRgW-DJNXc7Vs
Lane Drug Company 02403,44907,875 Lexington Ave,Mansfield,44907,"875 Lexington Ave, Mansfield, OH 44907, USA","40.733103,-82.5340415",OPERATIONAL,ChIJNaif8JPqOYgRHvv8PfmTr8c
Towne Pharmacy,44907,283 Cline Ave,Mansfield,44907,"283 Cline Ave, Mansfield, OH 44907, USA","40.747139399999995,-82.527501",OPERATIONAL,ChIJ07donfrqOYgRFP89RVLSkkk
Kroger Pharmacy,43015,1840 Columbus Pike,Delaware,43015,"1840 Columbus Pike, Delaware, OH 43015, USA","40.2646109,-83.07085099999999",OPERATIONAL,ChIJ0wRRGaj6OIgR_JOHcDb8GP8
Walmart Pharmacy,44903,2485 Possum Run Rd,Mansfield,44903,"2485 Possum Run Rd, Mansfield, OH 44903, USA","40.6920297,-82.5080976",OPERATIONAL,ChIJw2nCYLfBOYgRO4LponkM1r4
CVS Pharmacy,44906,1049 W 4th St,Mansfield,44906,"1049 W 4th St, Mansfield, OH 44906, USA","40.7654339,-82.55235689999999",OPERATIONAL,ChIJZdRWay_rOYgRDaQdazVfFbk
"Kristen M. Simons, RPH",44833,304 Harding Way W,Galion,44833,"304 Harding Way W, Galion, OH 44833, USA","40.7343188,-82.7934769",OPERATIONAL,ChIJI_XM-Z2YOYgR3rcl6EKsDSk
Essentra Pharmacy,43334,73 Sportmans Dr Suite B,Marengo,43334,"73 Sportmans Dr Suite B, Marengo, OH 43334, USA","40.3781711,-82.82936819999999",OPERATIONAL,ChIJx7UNKZpUOIgRlRX3TyQVk6g
CVS Pharmacy,44905,755 Ashland Rd,Mansfield,44905,"755 Ashland Rd, Mansfield, OH 44905, USA","40.770888899999996,-82.486063",OPERATIONAL,ChIJUbhFtdzrOYgRunm9GlB3QMw
CVS Pharmacy,44903,2205 Walker Lake Rd,Mansfield,44903,"2205 Walker Lake Rd, Mansfield, OH 44903, USA","40.7857864,-82.59396939999999",OPERATIONAL,ChIJExOUb5GUOYgR8ESDpW0xOT4
Third Street Family Health Services Pharmacy,44906,600 W 3rd St First Floor,Mansfield,44906,"600 W 3rd St First Floor, Mansfield, OH 44906, USA","40.7606204,-82.53749719999999",OPERATIONAL,ChIJNRrl_AjrOYgRaon37jDTwNs
Avita Health System - Ontario Pharmacy,44906,600 Richland Mall,Ontario,44906,"600 Richland Mall, Ontario, OH 44906, USA","40.7692312,-82.5935971",OPERATIONAL,ChIJuWbI8O-UOYgR-gT0n4zO1xY
Shrivers Pharmacy,44842,202 W Main St,Loudonville,44842,"202 W Main St, Loudonville, OH 44842, USA","40.6357815,-82.23523399999999",OPERATIONAL,ChIJg4a9akDfOYgRtZI-HxHL9EM
Delanys Helathcare,44906,680 Park Ave W,Mansfield,44906,"680 Park Ave W, Mansfield, OH 44906, USA","40.7593947,-82.5404291",OPERATIONAL,ChIJVVXFISDrOYgRayROtbK7dF8
Towne Pharmacy,44805,849 Smith Rd,Ashland,44805,"849 Smith Rd, Ashland, OH 44805, USA","40.85776570000001,-82.3290284",OPERATIONAL,ChIJ29Rt087kOYgRgU-93d5AbWI
Lane Drug Company 02419,43338,510 W Marion St,Mt Gilead,43338,"510 W Marion St, Mt Gilead, OH 43338, USA","40.549059899999996,-82.8449763",OPERATIONAL,ChIJTzLCo-moOYgR4dUCweodeCA
Samaritan Hospital Pharmacy,44805,1025 Center St,Ashland,44805,"1025 Center St, Ashland, OH 44805, USA","40.8591516,-82.31007629999999",OPERATIONAL,ChIJVw08L6zkOYgRSgKpmzX6DMg
Lane Drug Company 02416,43050,4 Newark Rd,Mt Vernon,43050,"4 Newark Rd, Mt Vernon, OH 43050, USA","40.3854036,-82.48544919999999",OPERATIONAL,ChIJIUcpB640OIgR3GZkq16_xkM
The Medicine Shoppe,44907,283 Cline Ave,Mansfield,44907,"283 Cline Ave, Mansfield, OH 44907, USA","40.747133999999996,-82.5275042",OPERATIONAL,ChIJAQDQd_DqOYgRqwugIMQ3x9Y
Wellspring Custom Pharmacy & Health Source,44906,1987 W 4th St SUITE 200,Ontario,44906,"1987 W 4th St SUITE 200, Ontario, OH 44906, USA","40.771103,-82.5854552",OPERATIONAL,ChIJjQe2ZvCUOYgRvM56oDaqmGc
Genoa Healthcare,44907,741 Scholl Rd p1,Mansfield,44907,"741 Scholl Rd p1, Mansfield, OH 44907, USA","40.7363176,-82.5270422",OPERATIONAL,ChIJ15J0BaPrOYgRxzeJmk_GuPY
Walmart Pharmacy,44906,359 N Lexington-Springmill Rd,Ontario,44906,"359 N Lexington-Springmill Rd, Ontario, OH 44906, USA","40.7619014,-82.5946451",OPERATIONAL,ChIJKzUnauKUOYgRGd0_s8LnV_k
Northside Pharmacy,43050,749 N Sandusky St,Mt Vernon,43050,"749 N Sandusky St, Mt Vernon, OH 43050, USA","40.410621,-82.49610600000001",OPERATIONAL,ChIJ03NwA7zLOYgRF7rnNsGbZlI
MEND Pharmacy,43050,112 Harcourt Rd STE 2,Mt Vernon,43050,"112 Harcourt Rd STE 2, Mt Vernon, OH 43050, USA","40.3930945,-82.5079734",OPERATIONAL,ChIJ1ZxgFpbLOYgRYRCJ3EXHhNQ
Ontario Internal Medicine And Family Practice,44906,600 Richland Mall,Ontario,44906,"600 Richland Mall, Ontario, OH 44906, USA","40.7692312,-82.5935971",OPERATIONAL,ChIJNcXSJ-WUOYgRqYXWJAuFu_s
Foster's Healthmart Pharmacy,43011,4584 Columbus Rd,Centerburg,43011,"4584 Columbus Rd, Centerburg, OH 43011, USA","40.3086438,-82.6894579",OPERATIONAL,ChIJReIrmIlOOIgReVWCZHXY_dI
Ontario Internal Medicine And Family Practice,44906,2003 W 4th St Suite 125,Ontario,44906,"2003 W 4th St Suite 125, Ontario, OH 44906, USA","40.771256699999995,-82.58649369999999",OPERATIONAL,ChIJ__-PgeiUOYgRfugU8V3-yKI
Avita Crestline Pharmacy,44827,385 N Seltzer St,Crestline,44827,"385 N Seltzer St, Crestline, OH 44827, USA","40.7872042,-82.7361471",OPERATIONAL,ChIJpzZCrZSZOYgRXIAZ0ZJ5cH8
"Unity Pharmacy (Inside Buehler’s), Ashland, Ohio",44805,1055 Sugarbush Dr,Ashland,44805,"1055 Sugarbush Dr, Ashland, OH 44805, USA","40.860017,-82.2814046",OPERATIONAL,ChIJT61N0N3jOYgRbxrmbUr3YHM
Delanys Healthcare,44906,390 Marion Ave,Mansfield,44903,"390 Marion Ave, Mansfield, OH 44903, USA","40.7532217,-82.5349897",OPERATIONAL,ChIJe88JV-HqOYgRozz9TrZ-HkE
"Daniel L. Fitch, LPN",44805,1211 Claremont Ave,Ashland,44805,"1211 Claremont Ave, Ashland, OH 44805, USA","40.857236799999995,-82.32996039999999",OPERATIONAL,ChIJd8wDIc_kOYgROtqtxpc7eKk
Dikon Group,44903,70 Bowman St,Mansfield,44903,"70 Bowman St, Mansfield, OH 44903, USA","40.7817794,-82.52331029999999",OPERATIONAL,ChIJq_FKG3TrOYgRFP07SD-swy0
KCH Eastside Pharmacy,43050,1451 Yauger Rd,Mt Vernon,43050,"1451 Yauger Rd, Mt Vernon, OH 43050, USA","40.3982861,-82.4478086",OPERATIONAL,ChIJd1yFYs_NOYgRMpzfYC7L7nM
Community Markets Plymouth Pharmacy,44865,262 Sandusky St,Plymouth,44865,"262 Sandusky St, Plymouth, OH 44865, USA","41.0027122,-82.66834390000001",OPERATIONAL,ChIJ4TxYIueJOYgRi6hfVD_fR9I
CVS Pharmacy,43031,797 W Coshocton St,Johnstown,43031,"797 W Coshocton St, Johnstown, OH 43031, USA","40.144565,-82.7059645",OPERATIONAL,ChIJaWhqOWxDOIgRuWLSqJcIXsg
Third Street Family Health Services,44906,600 W 3rd St,Mansfield,44903,"600 W 3rd St, Mansfield, OH 44903, USA","40.7606841,-82.5373412",OPERATIONAL,ChIJjRSUqR_rOYgRQhKh71qcdic
Premier Pharmacy,44654,2105 Glen Dr,Millersburg,44654,"2105 Glen Dr, Millersburg, OH 44654, USA","40.5439368,-81.9135787",OPERATIONAL,ChIJm7Mp_VttN4gR6YtfkpX7s5g
Walgreens Pharmacy,44646,110 Lincoln Way W,Massillon,44647,"110 Lincoln Way W, Massillon, OH 44647, USA","40.7965155,-81.5242624",OPERATIONAL,ChIJ_1kPU_AnN4gRbih3nXBZ3IQ
Walmart Pharmacy,44654,1640 S Washington St,Millersburg,44654,"1640 S Washington St, Millersburg, OH 44654, USA","40.5334605,-81.91954840000001",OPERATIONAL,ChIJE2TWkZhtN4gRhFnrzSIJ7xw
CVS Pharmacy,44676,119 N Market St,Shreve,44676,"119 N Market St, Shreve, OH 44676, USA","40.6817494,-82.0226179",OPERATIONAL,ChIJQ5HDC-BpN4gRkiWGN5Urm90
Main Street Pharmacy & Wellness Center,44667,120 N Main St,Orrville,44667,"120 N Main St, Orrville, OH 44667, USA","40.8410442,-81.76416979999999",OPERATIONAL,ChIJL4F12LswN4gRohXwSZoY5dc
