GISJOIN,FIPS,ADI_NATRANK,ADI_STATERNK
G39003501218002,390351218002,94,9
G39003501219001,390351219001,97,10
G39003501219002,390351219002,95,9
G39003501221001,390351221001,93,9
G39003501221002,390351221002,96,9
G39003501221003,390351221003,94,9
G39003501222001,390351222001,98,10
G39003501222002,390351222002,94,9
G39003501223001,390351223001,99,10
G39003501223002,390351223002,99,10
G39003501231001,390351231001,64,4
G39003501231002,390351231002,49,2
G39003501232001,390351232001,71,5
G39003501232002,390351232002,74,6
G39003501232003,390351232003,74,6
G39003501234001,390351234001,51,3
G39003501234002,390351234002,60,4
G39003501234003,390351234003,54,3
G39003501234004,390351234004,60,4
G39003501235011,390351235011,96,9
G39003501235012,390351235012,95,9
G39003501235013,390351235013,PH,PH
G39003501235014,390351235014,96,9
G39003501235021,390351235021,97,10
G39003501235022,390351235022,87,8
G39003501235023,390351235023,82,7
G39003501236011,390351236011,58,3
G39003501236012,390351236012,78,6
G39003501236013,390351236013,66,4
G39003501236021,390351236021,80,7
G39003501236022,390351236022,79,7
G39003501236031,390351236031,71,5
G39003501236032,390351236032,68,5
G39003501236033,390351236033,72,5
G39003501237001,390351237001,75,6
G39003501237002,390351237002,77,6
G39003501238001,390351238001,87,8
G39003501238002,390351238002,97,10
G39003501239001,390351239001,90,8
G39003501239002,390351239002,89,8
G39003501239003,390351239003,91,9
G39003501239004,390351239004,91,9
G39003501241001,390351241001,94,9
G39003501241002,390351241002,91,9
G39003501241003,390351241003,85,8
G39003501241004,390351241004,90,8
G39003501241005,390351241005,86,8
G39003501241006,390351241006,92,9
G39003501242011,390351242011,96,9
G39003501242012,390351242012,95,9
G39003501242013,390351242013,91,9
G39003501242021,390351242021,92,9
G39003501242022,390351242022,92,9
G39003501243001,390351243001,90,8
G39003501243002,390351243002,91,9
G39003501243003,390351243003,92,9
G39003501243004,390351243004,89,8
G39003501245001,390351245001,90,8
G39003501245002,390351245002,92,9
G39003501245003,390351245003,PH,PH
G39003501245004,390351245004,85,8
G39003501246001,390351246001,98,10
G39003501246002,390351246002,96,9
G39003501246003,390351246003,98,10
G39003501246004,390351246004,94,9
G39003501246005,390351246005,97,10
G39003501261001,390351261001,99,10
G39003501261002,390351261002,98,10
G39003501275011,390351275011,97,10
G39003501275012,390351275012,97,10
G39003501275013,390351275013,98,10
G39003501301031,390351301031,33,1
G39003501301032,390351301032,23,1
G39003501301033,390351301033,27,1
G39003501301041,390351301041,23,1
G39003501301042,390351301042,28,1
G39003501301043,390351301043,26,1
G39003501301051,390351301051,58,3
G39003501301052,390351301052,46,2
G39003501301053,390351301053,39,2
G39003501301061,390351301061,23,1
G39003501301062,390351301062,37,2
G39003501301063,390351301063,46,2
G39003501301064,390351301064,50,3
G39003501311031,390351311031,15,1
G39003501311032,390351311032,39,2
G39003501311033,390351311033,30,1
G39003501311034,390351311034,22,1
G39003501311041,390351311041,29,1
G39003501311042,390351311042,32,1
G39003501311043,390351311043,32,1
G39003501311051,390351311051,32,1
G39003501311052,390351311052,28,1
G39003501321001,390351321001,84,7
G39003501321002,390351321002,83,7
G39003501321003,390351321003,82,7
G39003501321004,390351321004,86,8
G39003501322001,390351322001,81,7
G39003501322002,390351322002,86,8
G39003501323011,390351323011,90,8
G39003501323012,390351323012,93,9
G39003501323021,390351323021,85,8
G39003501323022,390351323022,91,9
G39003501331031,390351331031,70,5
G39003501331032,390351331032,72,5
G39003501331033,390351331033,87,8
G39003501331041,390351331041,PH,PH
G39003501331042,390351331042,79,7
G39003501331043,390351331043,79,7
G39003501341001,390351341001,75,6
G39003501342031,390351342031,44,2
G39003501342032,390351342032,74,6
G39003501342041,390351342041,78,6
G39003501342042,390351342042,75,6
G39003501342043,390351342043,74,6
G39003501342051,390351342051,70,5
G39003501342052,390351342052,64,4
G39003501342053,390351342053,71,5
G39003501342061,390351342061,66,4
G39003501342062,390351342062,68,5
G39003501342063,390351342063,65,4
G39003501343001,390351343001,GQ,GQ
G39003501343002,390351343002,67,5
G39003501351031,390351351031,42,2
G39003501351032,390351351032,47,2
G39003501351041,390351351041,30,1
G39003501351042,390351351042,31,1
G39003501351043,390351351043,30,1
G39003501351051,390351351051,27,1
G39003501351052,390351351052,32,1
G39003501351053,390351351053,21,1
G39003501351054,390351351054,24,1
G39003501351061,390351351061,21,1
G39003501361011,390351361011,39,2
G39003501361012,390351361012,76,6
G39003501361013,390351361013,34,1
G39003501361014,390351361014,54,3
G39003501361031,390351361031,41,2
G39003501361032,390351361032,39,2
G39003501361033,390351361033,49,2
G39003501361034,390351361034,45,2
G39003501361041,390351361041,21,1
G39003501361042,390351361042,30,1
G39003501361051,390351361051,31,1
G39003501361052,390351361052,32,1
G39003501371011,390351371011,83,7
G39003501371012,390351371012,77,6
G39003501371021,390351371021,84,7
G39003501371022,390351371022,72,5
G39003501371023,390351371023,85,8
G39003501371031,390351371031,81,7
G39003501371032,390351371032,PH,PH
G39003501371033,390351371033,71,5
G39003501381051,390351381051,PH,PH
G39003501381052,390351381052,72,5
G39003501381061,390351381061,82,7
G39003501381062,390351381062,78,6
G39003501381071,390351381071,81,7
G39003501381072,390351381072,PH,PH
G39003501381073,390351381073,77,6
G39003501381081,390351381081,72,5
G39003501381082,390351381082,72,5
G39003501381083,390351381083,77,6
G39003501381091,390351381091,80,7
G39003501381092,390351381092,76,6
G39003501381093,390351381093,71,5
G39003501381101,390351381101,69,5
G39003501381102,390351381102,70,5
G39003501401001,390351401001,84,7
G39003501403011,390351403011,95,9
G39003501403012,390351403012,91,9
G39003501403021,390351403021,88,8
G39003501403022,390351403022,84,7
G39003501404001,390351404001,91,9
G39003501404002,390351404002,76,6
G39003501404003,390351404003,74,6
G39003501405001,390351405001,84,7
G39003501405002,390351405002,82,7
G39003501405003,390351405003,84,7
G39003501406001,390351406001,63,4
G39003501407011,390351407011,86,8
G39003501407012,390351407012,84,7
G39003501407013,390351407013,87,8
G39003501407021,390351407021,83,7
G39003501407022,390351407022,83,7
G39003501408001,390351408001,83,7
G39003501408002,390351408002,61,4
G39003501408003,390351408003,61,4
G39003501409001,390351409001,73,6
G39003501410001,390351410001,80,7
G39003501411001,390351411001,61,4
G39003501411002,390351411002,61,4
G39003501411003,390351411003,61,4
G39003501411004,390351411004,61,4
G39003501412001,390351412001,37,2
G39003501412002,390351412002,51,3
G39003501412003,390351412003,39,2
G39003501412004,390351412004,48,2
G39003501413001,390351413001,GQ,GQ
G39003501413002,390351413002,19,1
G39003501414001,390351414001,39,2
G39003501414002,390351414002,17,1
G39003501414003,390351414003,29,1
G39003501415001,390351415001,80,7
G39003501415002,390351415002,27,1
G39003501416011,390351416011,55,3
G39003501416012,390351416012,49,2
G39003501416021,390351416021,82,7
G39003501416022,390351416022,69,5
G39003501417001,390351417001,59,3
G39003501417002,390351417002,50,3
G39003501501001,390351501001,100,10
G39003501501002,390351501002,100,10
G39003501501003,390351501003,98,10
G39003501503001,390351503001,98,10
G39003501503002,390351503002,99,10
G39003501504001,390351504001,97,10
G39003501504002,390351504002,96,9
G39003501512001,390351512001,84,7
G39003501513001,390351513001,92,9
G39003501513002,390351513002,92,9
G39003501515001,390351515001,100,10
G39003501515002,390351515002,99,10
G39003501516001,390351516001,83,7
G39003501516002,390351516002,83,7
G39003501517001,390351517001,97,10
G39003501517002,390351517002,97,10
G39003501518001,390351518001,100,10
G39003501518002,390351518002,99,10
G39003501521011,390351521011,59,3
G39003501521012,390351521012,71,5
G39003501521021,390351521021,85,8
G39003501521022,390351521022,95,9
G39003501521023,390351521023,95,9
G39003501521024,390351521024,83,7
G39003501521025,390351521025,87,8
G39003501522011,390351522011,86,8
G39003501522012,390351522012,91,9
G39003501522013,390351522013,90,8
G39003501522021,390351522021,97,10
G39003501522022,390351522022,92,9
G39003501522023,390351522023,92,9
G39003501523011,390351523011,100,10
G39003501523012,390351523012,89,8
G39003501523021,390351523021,79,7
G39003501523022,390351523022,85,8
G39003501523023,390351523023,87,8
G39003501523024,390351523024,88,8
G39003501523031,390351523031,PH,PH
G39003501523032,390351523032,94,9
G39003501523033,390351523033,72,5
G39003501523034,390351523034,92,9
G39003501523035,390351523035,91,9
G39003501524001,390351524001,92,9
G39003501524002,390351524002,94,9
G39003501525011,390351525011,93,9
G39003501525012,390351525012,94,9
G39003501525013,390351525013,91,9
G39003501525021,390351525021,93,9
G39003501525022,390351525022,93,9
G39003501525023,390351525023,PH,PH
G39003501525024,390351525024,PH,PH
G39003501525025,390351525025,92,9
G39003501526051,390351526051,87,8
G39003501526052,390351526052,96,9
G39003501526053,390351526053,84,7
G39003501526054,390351526054,89,8
G39003501527011,390351527011,97,10
G39003501527012,390351527012,97,10
G39003501527021,390351527021,74,6
G39003501527022,390351527022,84,7
G39003501527031,390351527031,75,6
G39003501527032,390351527032,91,9
G39003501531031,390351531031,72,5
G39003501531032,390351531032,58,3
G39003501531041,390351531041,56,3
G39003501531042,390351531042,60,4
G39003501531043,390351531043,67,5
G39003501531051,390351531051,68,5
G39003501531052,390351531052,72,5
G39003501531053,390351531053,PH,PH
G39003501531054,390351531054,73,6
G39003501531061,390351531061,59,3
G39003501531062,390351531062,47,2
G39003501531063,390351531063,43,2
G39003501531071,390351531071,45,2
G39003501531072,390351531072,PH,PH
G39003501531073,390351531073,41,2
G39003501541001,390351541001,98,10
G39003501541002,390351541002,91,9
G39003501542001,390351542001,93,9
G39003501542002,390351542002,94,9
G39003501544001,390351544001,91,9
G39003501544002,390351544002,PH,PH
G39003501544003,390351544003,86,8
G39003501545011,390351545011,91,9
G39003501545012,390351545012,89,8
G39003501545013,390351545013,98,10
G39003501545014,390351545014,95,9
G39003501545021,390351545021,89,8
G39003501545022,390351545022,87,8
G39003501545023,390351545023,70,5
G39003501546011,390351546011,86,8
G39003501546012,390351546012,85,8
G39003501546013,390351546013,90,8
G39003501546014,390351546014,90,8
G39003501546015,390351546015,86,8
G39003501546031,390351546031,93,9
G39003501546032,390351546032,92,9
G39003501546033,390351546033,93,9
G39003501546034,390351546034,92,9
G39003501546041,390351546041,86,8
G39003501546042,390351546042,87,8
G39003501546043,390351546043,92,9
G39003501546044,390351546044,92,9
G39003501551011,390351551011,29,1
G39003501551012,390351551012,21,1
G39003501551013,390351551013,19,1
G39003501551021,390351551021,46,2
G39003501551022,390351551022,46,2
G39003501561011,390351561011,34,1
G39003501561021,390351561021,42,2
G39003501561022,390351561022,31,1
G39003501561023,390351561023,45,2
G39003501561024,390351561024,31,1
G39003501601001,390351601001,14,1
G39003501601002,390351601002,43,2
G39003501602001,390351602001,57,3
G39003501602002,390351602002,51,3
G39003501602003,390351602003,41,2
G39003501603001,390351603001,55,3
G39003501603002,390351603002,61,4
G39003501604001,390351604001,35,1
G39003501604002,390351604002,52,3
G39003501604003,390351604003,52,3
G39003501605001,390351605001,21,1
G39003501605002,390351605002,52,3
G39003501605003,390351605003,63,4
G39003501606021,390351606021,65,4
G39003501606022,390351606022,74,6
G39003501606023,390351606023,74,6
G39003501606031,390351606031,34,1
G39003501606032,390351606032,35,1
G39003501606041,390351606041,73,6
G39003501606042,390351606042,74,6
G39003501606043,390351606043,92,9
G39003501609001,390351609001,67,5
G39003501609002,390351609002,53,3
G39003501609003,390351609003,52,3
G39003501610001,390351610001,51,3
G39003501611001,390351611001,54,3
G39003501611002,390351611002,62,4
G39003501611003,390351611003,55,3
G39003501611004,390351611004,44,2
G39003501612001,390351612001,70,5
G39003501612002,390351612002,59,3
G39003501612003,390351612003,68,5
G39003501613001,390351613001,62,4
G39003501613002,390351613002,65,4
G39003501614001,390351614001,61,4
G39003501614002,390351614002,69,5
G39003501614003,390351614003,66,5
G39003501614004,390351614004,68,5
G39003501615001,390351615001,44,2
G39003501615002,390351615002,55,3
G39003501615003,390351615003,67,5
G39003501615004,390351615004,59,3
G39003501616001,390351616001,61,4
G39003501616002,390351616002,74,6
G39003501619001,390351619001,55,3
G39003501619002,390351619002,62,4
G39003501619003,390351619003,72,5
G39003501701011,390351701011,61,4
G39003501701012,390351701012,80,7
G39003501701013,390351701013,70,5
G39003501701021,390351701021,58,3
G39003501701022,390351701022,59,3
G39003501701023,390351701023,68,5
G39003501701024,390351701024,57,3
G39003501701025,390351701025,50,3
G39003501702011,390351702011,37,2
G39003501702012,390351702012,65,4
G39003501702021,390351702021,58,3
G39003501702022,390351702022,62,4
G39003501702023,390351702023,58,3
G39003501702024,390351702024,57,3
G39003501711021,390351711021,88,8
G39003501711022,390351711022,88,8
G39003501711023,390351711023,91,9
G39003501711024,390351711024,89,8
G39003501711025,390351711025,90,8
G39003501711031,390351711031,97,10
G39003501711032,390351711032,96,9
G39003501711033,390351711033,92,9
G39003501711041,390351711041,95,9
G39003501711042,390351711042,94,9
G39003501711043,390351711043,95,9
G39003501711044,390351711044,94,9
G39003501712031,390351712031,87,8
G39003501712032,390351712032,89,8
G39003501712041,390351712041,97,10
G39003501712042,390351712042,96,9
G39003501712051,390351712051,84,7
G39003501712052,390351712052,PH,PH
G39003501712053,390351712053,90,8
G39003501712061,390351712061,93,9
G39003501712062,390351712062,90,8
G39003501721011,390351721011,70,5
G39003501721012,390351721012,73,6
G39003501721013,390351721013,72,5
G39003501721021,390351721021,89,8
G39003501721022,390351721022,56,3
G39003501721023,390351721023,66,5
G39003501721041,390351721041,44,2
G39003501721051,390351721051,92,9
G39003501721052,390351721052,92,9
G39003501722011,390351722011,70,5
G39003501722012,390351722012,63,4
G39003501722013,390351722013,63,4
G39003501722021,390351722021,61,4
G39003501722022,390351722022,61,4
G39003501722023,390351722023,61,4
G39003501731031,390351731031,54,3
G39003501731032,390351731032,PH,PH
G39003501731033,390351731033,55,3
G39003501731041,390351731041,62,4
G39003501731042,390351731042,62,4
G39003501731043,390351731043,73,6
G39003501731051,390351731051,54,3
G39003501731052,390351731052,54,3
G39003501731061,390351731061,62,4
G39003501731062,390351731062,60,4
G39003501731063,390351731063,67,5
G39003501731071,390351731071,63,4
G39003501731072,390351731072,63,4
G39003501731073,390351731073,63,4
G39003501741031,390351741031,49,2
G39003501741032,390351741032,63,4
G39003501741033,390351741033,63,4
G39003501741041,390351741041,52,3
G39003501741042,390351741042,56,3
G39003501741051,390351741051,45,2
G39003501741052,390351741052,56,3
G39003501741061,390351741061,54,3
G39003501741062,390351741062,67,5
G39003501741071,390351741071,58,3
G39003501741072,390351741072,59,3
G39003501741073,390351741073,68,5
G39003501742031,390351742031,50,3
G39003501742032,390351742032,49,2
G39003501742041,390351742041,57,3
G39003501742042,390351742042,49,2
G39003501742043,390351742043,54,3
G39003501742051,390351742051,66,5
G39003501742052,390351742052,93,9
G39003501742053,390351742053,PH,PH
G39003501742054,390351742054,94,9
G39003501742055,390351742055,55,3
G39003501742061,390351742061,73,6
G39003501742062,390351742062,73,6
G39003501742071,390351742071,58,3
G39003501742072,390351742072,69,5
G39003501742073,390351742073,63,4
G39003501751051,390351751051,41,2
G39003501751052,390351751052,40,2
G39003501751053,390351751053,35,1
G39003501751061,390351751061,35,1
G39003501751062,390351751062,41,2
G39003501751071,390351751071,43,2
G39003501751072,390351751072,36,1
G39003501751073,390351751073,49,2
G39003501751081,390351751081,69,5
G39003501751082,390351751082,QDI,QDI
G39003501751091,390351751091,66,5
G39003501751092,390351751092,52,3
G39003501751101,390351751101,71,5
G39003501751102,390351751102,85,8
G39003501751103,390351751103,90,8
G39003501752011,390351752011,33,1
G39003501752012,390351752012,33,1
G39003501752013,390351752013,60,4
G39003501752014,390351752014,39,2
G39003501752021,390351752021,52,3
G39003501752022,390351752022,35,1
G39003501761001,390351761001,45,2
G39003501761002,390351761002,44,2
G39003501762001,390351762001,60,4
G39003501762002,390351762002,60,4
G39003501762003,390351762003,65,4
G39003501762004,390351762004,62,4
G39003501771011,390351771011,76,6
G39003501771012,390351771012,78,6
G39003501771013,390351771013,PH,PH
G39003501771014,390351771014,72,5
G39003501771031,390351771031,80,7
G39003501771032,390351771032,67,5
G39003501771033,390351771033,76,6
G39003501771041,390351771041,77,6
G39003501771042,390351771042,76,6
G39003501771043,390351771043,78,6
G39003501771044,390351771044,78,6
G39003501772011,390351772011,73,6
G39003501772012,390351772012,81,7
G39003501772013,390351772013,84,7
G39003501772014,390351772014,78,6
G39003501772021,390351772021,91,9
G39003501772022,390351772022,77,6
G39003501772023,390351772023,75,6
G39003501773021,390351773021,78,6
G39003501773022,390351773022,77,6
G39003501773031,390351773031,75,6
G39003501773032,390351773032,76,6
G39003501773033,390351773033,82,7
G39003501773034,390351773034,87,8
G39003501773035,390351773035,85,8
G39003501773041,390351773041,82,7
G39003501773042,390351773042,70,5
G39003501773043,390351773043,83,7
G39003501774031,390351774031,81,7
G39003501774032,390351774032,74,6
G39003501774033,390351774033,75,6
G39003501774034,390351774034,76,6
G39003501774041,390351774041,82,7
G39003501774042,390351774042,74,6
G39003501774043,390351774043,70,5
G39003501774051,390351774051,76,6
G39003501774052,390351774052,75,6
G39003501774053,390351774053,76,6
G39003501774054,390351774054,69,5
G39003501774061,390351774061,76,6
G39003501774062,390351774062,80,7
G39003501774063,390351774063,76,6
G39003501775011,390351775011,79,7
G39003501775012,390351775012,84,7
G39003501775013,390351775013,81,7
G39003501775014,390351775014,83,7
G39003501775031,390351775031,54,3
G39003501775032,390351775032,64,4
G39003501775033,390351775033,67,5
G39003501775041,390351775041,63,4
G39003501775042,390351775042,75,6
G39003501775043,390351775043,75,6
G39003501775051,390351775051,62,4
G39003501775052,390351775052,57,3
G39003501776041,390351776041,68,5
G39003501776042,390351776042,PH,PH
G39003501776043,390351776043,69,5
G39003501776051,390351776051,67,5
G39003501776052,390351776052,60,4
G39003501776061,390351776061,68,5
G39003501776062,390351776062,64,4
G39003501776071,390351776071,70,5
G39003501776072,390351776072,50,3
G39003501776081,390351776081,87,8
G39003501776082,390351776082,75,6
G39003501776083,390351776083,75,6
G39003501776084,390351776084,64,4
G39003501776085,390351776085,79,7
G39003501776091,390351776091,58,3
G39003501776092,390351776092,59,3
G39003501781011,390351781011,90,8
G39003501781012,390351781012,76,6
G39003501781013,390351781013,70,5
G39003501781021,390351781021,72,5
G39003501781022,390351781022,72,5
G39003501781023,390351781023,72,5
G39003501781024,390351781024,72,5
G39003501781025,390351781025,72,5
G39003501782011,390351782011,66,5
G39003501782012,390351782012,84,7
G39003501782013,390351782013,86,8
G39003501782041,390351782041,77,6
G39003501782042,390351782042,78,6
G39003501782043,390351782043,71,5
G39003501782044,390351782044,64,4
G39003501782051,390351782051,71,5
G39003501782052,390351782052,70,5
G39003501782061,390351782061,76,6
G39003501782062,390351782062,79,7
G39003501782063,390351782063,69,5
G39003501791011,390351791011,15,1
G39003501791012,390351791012,16,1
G39003501791021,390351791021,10,1
G39003501791022,390351791022,9,1
G39003501801021,390351801021,70,5
G39003501801022,390351801022,72,5
G39003501801023,390351801023,69,5
G39003501801031,390351801031,65,4
G39003501801032,390351801032,64,4
G39003501801041,390351801041,76,6
G39003501801042,390351801042,76,6
G39003501801043,390351801043,76,6
G39003501811001,390351811001,14,1
G39003501811002,390351811002,28,1
G39003501811003,390351811003,21,1
G39003501811004,390351811004,18,1
G39003501811005,390351811005,38,2
G39003501811006,390351811006,29,1
G39003501812011,390351812011,31,1
G39003501812012,390351812012,47,2
G39003501812013,390351812013,40,2
G39003501812014,390351812014,75,6
G39003501812015,390351812015,39,2
G39003501812031,390351812031,37,2
G39003501812032,390351812032,36,1
G39003501812033,390351812033,63,4
G39003501812041,390351812041,51,3
G39003501812042,390351812042,88,8
G39003501812043,390351812043,45,2
G39003501812044,390351812044,33,1
G39003501821031,390351821031,54,3
G39003501821032,390351821032,54,3
G39003501821041,390351821041,47,2
G39003501821042,390351821042,54,3
G39003501821051,390351821051,52,3
G39003501821052,390351821052,50,3
G39003501821061,390351821061,57,3
G39003501821062,390351821062,57,3
G39003501821063,390351821063,50,3
G39003501831001,390351831001,24,1
G39003501831002,390351831002,34,1
G39003501831003,390351831003,65,4
G39003501832001,390351832001,9,1
G39003501832002,390351832002,9,1
G39003501832003,390351832003,8,1
G39003501833001,390351833001,13,1
G39003501833002,390351833002,12,1
G39003501833003,390351833003,10,1
G39003501833004,390351833004,24,1
G39003501834011,390351834011,40,2
G39003501834012,390351834012,31,1
G39003501834021,390351834021,64,4
G39003501835011,390351835011,82,7
G39003501835012,390351835012,81,7
G39003501835013,390351835013,13,1
G39003501835021,390351835021,64,4
G39003501835022,390351835022,32,1
G39003501835023,390351835023,29,1
G39003501835024,390351835024,30,1
G39003501836031,390351836031,87,8
G39003501836032,390351836032,86,8
G39003501836041,390351836041,70,5
G39003501836042,390351836042,63,4
G39003501836051,390351836051,54,3
G39003501836052,390351836052,51,3
G39003501836061,390351836061,62,4
G39003501836062,390351836062,59,4
G39003501841031,390351841031,17,1
G39003501841032,390351841032,25,1
G39003501841041,390351841041,25,1
G39003501841042,390351841042,47,2
G39003501841051,390351841051,37,2
G39003501841052,390351841052,23,1
G39003501841053,390351841053,40,2
G39003501841054,390351841054,30,1
G39003501841061,390351841061,53,3
G39003501841062,390351841062,59,4
G39003501841081,390351841081,40,2
G39003501841082,390351841082,9,1
G39003501841083,390351841083,19,1
G39003501841084,390351841084,21,1
G39003501841085,390351841085,18,1
G39003501851011,390351851011,83,7
G39003501851012,390351851012,83,7
G39003501851021,390351851021,77,6
G39003501851022,390351851022,88,8
G39003501851023,390351851023,84,7
G39003501851031,390351851031,81,7
G39003501851032,390351851032,73,6
G39003501851041,390351851041,68,5
G39003501851042,390351851042,60,4
G39003501851043,390351851043,60,4
G39003501852011,390351852011,95,9
G39003501852012,390351852012,86,8
G39003501852021,390351852021,81,7
G39003501852022,390351852022,84,7
G39003501852023,390351852023,80,7
G39003501852024,390351852024,82,7
G39003501852031,390351852031,GQ,GQ
G39003501852032,390351852032,76,6
G39003501852033,390351852033,53,3
G39003501861031,390351861031,22,1
G39003501861032,390351861032,53,3
G39003501861033,390351861033,73,6
G39003501861041,390351861041,47,2
G39003501861042,390351861042,47,2
G39003501861051,390351861051,45,2
G39003501861052,390351861052,43,2
G39003501861061,390351861061,56,3
G39003501861062,390351861062,68,5
G39003501861063,390351861063,54,3
G39003501861064,390351861064,PH,PH
G39003501861065,390351861065,51,3
G39003501861071,390351861071,46,2
G39003501861072,390351861072,36,1
G39003501861073,390351861073,51,3
G39003501861074,390351861074,49,2
G39003501862011,390351862011,49,2
G39003501862012,390351862012,48,2
G39003501862013,390351862013,64,4
G39003501862014,390351862014,54,3
G39003501862021,390351862021,35,1
G39003501862022,390351862022,35,1
G39003501862031,390351862031,40,2
G39003501862032,390351862032,42,2
G39003501862051,390351862051,38,2
G39003501862052,390351862052,35,1
G39003501862053,390351862053,40,2
G39003501862061,390351862061,27,1
G39003501862062,390351862062,18,1
G39003501862063,390351862063,27,1
G39003501871031,390351871031,67,5
G39003501871032,390351871032,74,6
G39003501871041,390351871041,57,3
G39003501871042,390351871042,45,2
G39003501871043,390351871043,36,1
G39003501871051,390351871051,62,4
G39003501871052,390351871052,GQ,GQ
G39003501871061,390351871061,55,3
G39003501871062,390351871062,45,2
G39003501871063,390351871063,GQ,GQ
G39003501881031,390351881031,90,8
G39003501881032,390351881032,92,9
G39003501881033,390351881033,91,9
G39003501881061,390351881061,86,8
G39003501881062,390351881062,87,8
G39003501881071,390351881071,95,9
G39003501881072,390351881072,94,9
G39003501881073,390351881073,95,9
G39003501891051,390351891051,63,4
G39003501891052,390351891052,31,1
G39003501891053,390351891053,27,1
G39003501891054,390351891054,41,2
G39003501891071,390351891071,40,2
G39003501891072,390351891072,45,2
G39003501891073,390351891073,38,2
G39003501891074,390351891074,76,6
G39003501891081,390351891081,15,1
G39003501891082,390351891082,32,1
G39003501891083,390351891083,25,1
G39003501891084,390351891084,24,1
G39003501891091,390351891091,29,1
G39003501891092,390351891092,30,1
G39003501891093,390351891093,75,6
G39003501891101,390351891101,90,8
G39003501891102,390351891102,64,4
G39003501891103,390351891103,34,1
G39003501891104,390351891104,18,1
G39003501891111,390351891111,18,1
G39003501891112,390351891112,22,1
G39003501891113,390351891113,28,1
G39003501891114,390351891114,20,1
G39003501891115,390351891115,30,1
G39003501891121,390351891121,35,1
G39003501891122,390351891122,32,1
G39003501891123,390351891123,30,1
G39003501905021,390351905021,99,10
G39003501905022,390351905022,98,10
G39003501905031,390351905031,53,3
G39003501905051,390351905051,68,5
G39003501905052,390351905052,26,1
G39003501905053,390351905053,34,1
G39003501905061,390351905061,57,3
G39003501905062,390351905062,48,2
G39003501905063,390351905063,35,1
G39003501905064,390351905064,48,2
G39003501923001,390351923001,52,3
G39003501928001,390351928001,26,1
G39003501929001,390351929001,69,5
G39003501929002,390351929002,33,1
G39003501941001,390351941001,42,2
G39003501941002,390351941002,47,2
G39003501943001,390351943001,36,1
G39003501943002,390351943002,26,1
G39003501943003,390351943003,51,3
G39003501945001,390351945001,7,1
G39003501945002,390351945002,8,1
G39003501956001,390351956001,77,6
G39003501956002,390351956002,92,9
G39003501956003,390351956003,84,7
G39003501956004,390351956004,82,7
G39003501957001,390351957001,91,9
G39003501957002,390351957002,86,8
G39003501957003,390351957003,52,3
G39003501957004,390351957004,60,4
G39003501957005,390351957005,44,2
G39003501958001,390351958001,20,1
G39003501958002,390351958002,11,1
G39003501958003,390351958003,13,1
G39003501959001,390351959001,37,2
G39003501959002,390351959002,20,1
G39003501959003,390351959003,37,2
G39003501959004,390351959004,18,1
G39003501960001,390351960001,63,4
G39003501960002,390351960002,65,4
G39003501961001,390351961001,69,5
G39003501961002,390351961002,92,9
G39003501961003,390351961003,95,9
G39003501962001,390351962001,100,10
G39003501962002,390351962002,100,10
G39003501962003,390351962003,100,10
G39003501963001,390351963001,2,1
G39003501963002,390351963002,10,1
G39003501963003,390351963003,12,1
G39003501963004,390351963004,15,1
G39003501964001,390351964001,98,10
G39003501964002,390351964002,98,10
G39003501964003,390351964003,100,10
G39003501968001,390351968001,76,6
G39003501968002,390351968002,GQ-PH,GQ-PH
G39003501968003,390351968003,GQ,GQ
G39003501970001,390351970001,89,8
G39003501970002,390351970002,84,7
G39003501971001,390351971001,50,3
G39003501971002,390351971002,23,1
G39003501971003,390351971003,24,1
G39003501971004,390351971004,18,1
G39003501972001,390351972001,PH,PH
G39003501972002,390351972002,100,10
G39003501972003,390351972003,100,10
G39003501972004,390351972004,100,10
G39003501973001,390351973001,89,8
G39003501973002,390351973002,74,6
G39003501973003,390351973003,84,7
G39003501974001,390351974001,91,9
G39003501974002,390351974002,93,9
G39003501974003,390351974003,92,9
G39003501975001,390351975001,67,5
G39003501975002,390351975002,67,5
G39003501975003,390351975003,67,5
G39003501975004,390351975004,67,5
G39003501976001,390351976001,98,10
G39003501976002,390351976002,98,10
G39003501976003,390351976003,98,10
G39003501976004,390351976004,98,10
G39003501977001,390351977001,68,5
G39003501977002,390351977002,84,7
G39003501977003,390351977003,65,4
G39003501978001,390351978001,34,1
G39003501978002,390351978002,39,2
G39003501978003,390351978003,33,1
G39003501978004,390351978004,PH,PH
G39003501979001,390351979001,99,10
G39003501979002,390351979002,99,10
G39003501979003,390351979003,100,10
G39003501980001,390351980001,100,10
G39003501980002,390351980002,100,10
G39003501980003,390351980003,100,10
G39003501980004,390351980004,100,10
G39003501981001,390351981001,99,10
G39003501981002,390351981002,99,10
G39003501981003,390351981003,99,10
G39003501982001,390351982001,98,10
G39003501982002,390351982002,99,10
G39003501982003,390351982003,98,10
G39003501983001,390351983001,91,9
G39003501983002,390351983002,92,9
G39003501983003,390351983003,86,8
G39003501983004,390351983004,GQ,GQ
G39003501984001,390351984001,99,10
G39003501984002,390351984002,99,10
G39003501984003,390351984003,99,10
G39003501985001,390351985001,99,10
G39003501985002,390351985002,98,10
G39003501986001,390351986001,83,7
G39003501986002,390351986002,83,7
G39003501986003,390351986003,83,7
