GISJOIN,FIPS,ADI_NATRANK,ADI_STATERNK
G39008700514013,390870514013,72,5
G39008700514014,390870514014,73,6
G39008700514021,390870514021,79,7
G39008700514022,390870514022,55,3
G39008700514023,390870514023,78,6
G39008907507001,390897507001,91,9
G39008907507002,390897507002,90,8
G39008907507003,390897507003,91,9
G39008907507004,390897507004,91,9
G39008907510001,390897510001,93,9
G39008907510002,390897510002,87,8
G39008907513001,390897513001,78,6
G39008907513002,390897513002,86,8
G39008907513003,390897513003,77,6
G39008907513004,390897513004,71,5
G39008907516001,390897516001,71,5
G39008907516002,390897516002,67,5
G39008907516003,390897516003,72,5
G39008907519001,390897519001,67,5
G39008907519002,390897519002,91,9
G39008907519003,390897519003,81,7
G39008907519004,390897519004,84,7
G39008907522001,390897522001,67,5
G39008907522002,390897522002,90,8
G39008907522003,390897522003,83,7
G39008907522004,390897522004,84,7
G39008907525001,390897525001,92,9
G39008907525002,390897525002,91,9
G39008907525003,390897525003,98,10
G39008907525004,390897525004,93,9
G39008907528011,390897528011,38,2
G39008907528012,390897528012,61,4
G39008907528021,390897528021,60,4
G39008907528022,390897528022,51,3
G39008907531001,390897531001,77,6
G39008907531002,390897531002,68,5
G39008907531003,390897531003,73,6
G39008907531004,390897531004,73,6
G39008907533011,390897533011,77,6
G39008907533012,390897533012,70,5
G39008907533013,390897533013,72,5
G39008907533021,390897533021,77,6
G39008907533022,390897533022,71,5
G39008907533023,390897533023,70,5
G39008907533024,390897533024,28,1
G39008907536001,390897536001,72,5
G39008907536002,390897536002,67,5
G39008907539001,390897539001,50,3
G39008907539002,390897539002,48,2
G39008907539003,390897539003,29,1
G39008907541021,390897541021,54,3
G39008907541031,390897541031,57,3
G39008907541041,390897541041,71,5
G39008907541042,390897541042,64,4
G39008907541043,390897541043,59,4
G39008907541044,390897541044,81,7
G39008907541045,390897541045,69,5
G39008907544001,390897544001,71,5
G39008907544002,390897544002,69,5
G39008907544003,390897544003,54,3
G39008907544004,390897544004,69,5
G39008907547001,390897547001,68,5
G39008907547002,390897547002,60,4
G39008907547003,390897547003,54,3
G39008907547004,390897547004,52,3
G39008907547005,390897547005,77,6
G39008907550001,390897550001,35,1
G39008907550002,390897550002,36,2
G39008907550003,390897550003,34,1
G39008907550004,390897550004,29,1
G39008907553011,390897553011,47,2
G39008907553012,390897553012,44,2
G39008907553021,390897553021,76,6
G39008907553022,390897553022,61,4
G39008907553023,390897553023,39,2
G39008907556011,390897556011,23,1
G39008907556012,390897556012,39,2
G39008907556021,390897556021,41,2
G39008907556022,390897556022,38,2
G39008907559011,390897559011,51,3
G39008907559012,390897559012,44,2
G39008907559013,390897559013,47,2
G39008907559021,390897559021,46,2
G39008907559022,390897559022,61,4
G39008907562011,390897562011,49,2
G39008907562031,390897562031,46,2
G39008907562032,390897562032,33,1
G39008907562041,390897562041,47,2
G39008907562042,390897562042,49,2
G39008907562043,390897562043,45,2
G39008907565001,390897565001,40,2
G39008907565002,390897565002,61,4
G39008907568011,390897568011,48,2
G39008907568012,390897568012,65,4
G39008907568021,390897568021,29,1
G39008907568031,390897568031,40,2
G39008907568032,390897568032,45,2
G39008907571001,390897571001,58,3
G39008907571002,390897571002,36,2
G39008907571003,390897571003,43,2
G39008907574011,390897574011,44,2
G39008907574012,390897574012,40,2
G39008907574013,390897574013,40,2
G39008907574014,390897574014,48,2
G39008907574021,390897574021,45,2
G39008907577011,390897577011,22,1
G39008907577021,390897577021,22,1
G39008907577022,390897577022,GQ,GQ
G39008907577023,390897577023,22,1
G39008907583001,390897583001,66,5
G39008907583002,390897583002,80,7
G39008907586011,390897586011,43,2
G39008907586012,390897586012,40,2
G39008907586021,390897586021,35,1
G39008907586022,390897586022,65,4
G39008907586023,390897586023,43,2
G39008907589011,390897589011,59,4
G39008907589012,390897589012,53,3
G39008907589013,390897589013,60,4
G39008907589021,390897589021,60,4
G39008907589022,390897589022,61,4
G39008907589023,390897589023,61,4
G39008907590001,390897590001,99,10
G39008907590002,390897590002,97,10
G39008907590003,390897590003,91,9
G39008907591011,390897591011,77,6
G39008907591012,390897591012,73,6
G39008907591013,390897591013,36,2
G39008907591021,390897591021,32,1
G39008907591022,390897591022,17,1
G39009100038001,390910038001,63,4
G39009100038002,390910038002,61,4
G39009100038003,390910038003,78,6
G39009100038004,390910038004,70,5
G39009100039001,390910039001,70,5
G39009100039002,390910039002,77,6
G39009100039003,390910039003,59,4
G39009100039004,390910039004,62,4
G39009100040001,390910040001,54,3
G39009100040002,390910040002,51,3
G39009100040003,390910040003,59,4
G39009100041001,390910041001,59,4
G39009100041002,390910041002,91,9
G39009100041003,390910041003,80,7
G39009100042001,390910042001,75,6
G39009100042002,390910042002,95,9
G39009100043001,390910043001,79,7
G39009100043002,390910043002,53,3
G39009100043003,390910043003,75,6
G39009100043004,390910043004,73,6
G39009100044001,390910044001,91,9
G39009100044002,390910044002,90,8
G39009100044003,390910044003,90,8
G39009100045001,390910045001,91,9
G39009100045002,390910045002,78,6
G39009100045003,390910045003,85,8
G39009100045004,390910045004,89,8
G39009100045005,390910045005,87,8
G39009100046001,390910046001,50,3
G39009100046002,390910046002,52,3
G39009100046003,390910046003,63,4
G39009100047001,390910047001,50,3
G39009100047002,390910047002,59,4
G39009100047003,390910047003,41,2
G39009100047004,390910047004,50,3
G39009100047005,390910047005,PH,PH
G39009100048001,390910048001,49,2
G39009100048002,390910048002,52,3
G39009100048003,390910048003,71,5
G39009100048004,390910048004,79,7
G39009300102001,390930102001,49,2
G39009300102002,390930102002,49,2
G39009300102003,390930102003,34,1
G39009300103001,390930103001,48,2
G39009300103002,390930103002,48,2
G39009300103003,390930103003,48,2
G39009300103004,390930103004,48,2
G39009300104001,390930104001,87,8
G39009300104002,390930104002,PH,PH
G39009300104003,390930104003,30,1
G39009300131011,390930131011,36,2
G39009300131012,390930131012,31,1
G39009300131021,390930131021,21,1
G39009300131022,390930131022,22,1
G39009300132011,390930132011,25,1
G39009300132012,390930132012,20,1
G39009300132013,390930132013,25,1
G39009300132021,390930132021,51,3
G39009300132022,390930132022,68,5
G39009300132023,390930132023,23,1
G39009300211001,390930211001,80,7
G39009300211002,390930211002,78,6
G39009300212001,390930212001,86,8
G39009300212002,390930212002,67,5
G39009300212003,390930212003,73,6
G39009300221001,390930221001,88,8
G39009300222001,390930222001,96,9
G39009300222002,390930222002,85,8
G39009300224001,390930224001,98,10
G39009300224002,390930224002,100,10
G39009300224003,390930224003,91,9
G39009300224004,390930224004,96,9
G39009300225001,390930225001,76,6
G39009300225002,390930225002,83,7
G39009300226011,390930226011,84,7
G39009300226012,390930226012,72,5
G39009300228001,390930228001,98,10
G39009300228002,390930228002,95,9
G39009300228003,390930228003,93,9
G39009300228004,390930228004,94,9
G39009300230001,390930230001,93,9
G39009300230002,390930230002,91,9
G39009300230003,390930230003,93,9
G39009300230004,390930230004,82,7
G39009300231001,390930231001,PH,PH
G39009300231002,390930231002,97,10
G39009300231003,390930231003,98,10
G39009300231004,390930231004,98,10
G39009300232001,390930232001,99,10
G39009300232002,390930232002,99,10
G39009300232003,390930232003,100,10
G39009300233001,390930233001,97,10
G39009300233002,390930233002,97,10
G39009300234001,390930234001,95,9
G39009300234002,390930234002,78,6
G39009300235001,390930235001,85,8
G39009300235002,390930235002,81,7
G39009300236001,390930236001,95,9
G39009300236002,390930236002,84,7
G39009300236003,390930236003,93,9
G39009300239001,390930239001,91,9
G39009300239002,390930239002,95,9
G39009300240001,390930240001,92,9
G39009300240002,390930240002,86,8
G39009300241001,390930241001,72,5
G39009300241002,390930241002,72,5
G39009300242001,390930242001,78,6
G39009300242002,390930242002,81,7
G39009300242003,390930242003,63,4
G39009300281001,390930281001,41,2
G39009300281002,390930281002,44,2
G39009300301011,390930301011,86,8
G39009300301012,390930301012,74,6
G39009300301021,390930301021,57,3
G39009300301022,390930301022,58,3
G39009300501001,390930501001,61,4
G39009300501002,390930501002,47,2
G39009300502001,390930502001,61,4
G39009300502002,390930502002,59,4
G39009300503011,390930503011,48,2
G39009300503012,390930503012,44,2
G39009300503021,390930503021,57,3
G39009300503022,390930503022,63,4
G39009300504001,390930504001,70,5
G39009300571001,390930571001,69,5
G39009300571002,390930571002,61,4
G39009300571003,390930571003,80,7
G39009300601001,390930601001,71,5
G39009300601002,390930601002,79,7
G39009300601003,390930601003,62,4
G39009300602001,390930602001,GQ,GQ
G39009300602002,390930602002,GQ,GQ
G39009300602003,390930602003,62,4
G39009300701011,390930701011,67,5
G39009300701012,390930701012,62,4
G39009300701013,390930701013,70,5
G39009300701021,390930701021,PH,PH
G39009300701022,390930701022,74,6
G39009300701023,390930701023,76,6
G39009300701024,390930701024,66,5
G39009300702001,390930702001,79,7
G39009300702002,390930702002,71,5
G39009300703001,390930703001,79,7
G39009300703002,390930703002,95,9
G39009300703003,390930703003,98,10
G39009300704001,390930704001,93,9
G39009300704002,390930704002,86,8
G39009300704003,390930704003,92,9
G39009300705001,390930705001,97,10
G39009300705002,390930705002,97,10
G39009300705003,390930705003,94,9
G39009300706001,390930706001,85,8
G39009300706002,390930706002,82,7
G39009300706003,390930706003,88,8
G39009300706004,390930706004,65,4
G39009300707001,390930707001,87,8
G39009300707002,390930707002,PH,PH
G39009300707003,390930707003,90,8
G39009300709011,390930709011,98,10
G39009300709012,390930709012,98,10
G39009300709021,390930709021,76,6
G39009300709022,390930709022,98,10
G39009300709023,390930709023,84,7
G39009300711001,390930711001,73,6
G39009300711002,390930711002,75,6
G39009300711003,390930711003,70,5
G39009300712011,390930712011,91,9
G39009300712012,390930712012,92,9
G39009300712021,390930712021,61,4
G39009300712022,390930712022,PH,PH
G39009300712023,390930712023,62,4
G39009300713001,390930713001,63,4
G39009300713002,390930713002,75,6
G39009300714001,390930714001,95,9
G39009300714002,390930714002,93,9
G39009300715001,390930715001,66,5
G39009300715002,390930715002,69,5
G39009300771001,390930771001,60,4
G39009300771002,390930771002,62,4
G39009300771003,390930771003,36,2
G39009300801011,390930801011,63,4
G39009300801012,390930801012,76,6
G39009300801031,390930801031,61,4
G39009300801032,390930801032,79,7
G39009300801033,390930801033,69,5
G39009300801041,390930801041,62,4
G39009300801042,390930801042,70,5
G39009300805001,390930805001,58,3
G39009300805002,390930805002,37,2
G39009300805003,390930805003,40,2
G39009300806001,390930806001,65,4
G39009300806002,390930806002,60,4
G39009300806003,390930806003,54,3
G39009300806004,390930806004,61,4
G39009300807011,390930807011,40,2
G39009300807012,390930807012,45,2
G39009300807021,390930807021,34,1
G39009300807022,390930807022,46,2
G39009300807023,390930807023,42,2
G39009300901001,390930901001,35,1
G39009300901002,390930901002,48,2
G39009300902001,390930902001,38,2
G39009300902002,390930902002,40,2
G39009300911001,390930911001,62,4
G39009300911002,390930911002,61,4
G39009300912001,390930912001,GQ,GQ
G39009300912002,390930912002,75,6
G39009300921001,390930921001,41,2
G39009300921002,390930921002,42,2
G39009300931001,390930931001,54,3
G39009300931002,390930931002,53,3
G39009300941011,390930941011,69,5
G39009300941012,390930941012,43,2
G39009300941021,390930941021,46,2
G39009300941022,390930941022,46,2
G39009300951001,390930951001,GQ,GQ
G39009300951002,390930951002,53,3
G39009300951003,390930951003,41,2
G39009300951004,390930951004,40,2
G39009300961001,390930961001,50,3
G39009300961002,390930961002,70,5
G39009300961003,390930961003,66,5
G39009300961004,390930961004,72,5
G39009300961005,390930961005,62,4
G39009300971001,390930971001,50,3
G39009300971002,390930971002,41,2
G39009300972011,390930972011,39,2
G39009300972012,390930972012,65,4
G39009300972013,390930972013,71,5
G39009300972021,390930972021,63,4
G39009300972022,390930972022,50,3
G39009300973001,390930973001,99,10
G39009300973002,390930973002,99,10
G39009300973003,390930973003,100,10
G39009300974011,390930974011,18,1
G39009300974012,390930974012,27,1
G39009300974013,390930974013,24,1
G39009300974021,390930974021,26,1
G39009300974022,390930974022,18,1
G39009300974023,390930974023,39,2
G39009300975001,390930975001,93,9
G39009300975002,390930975002,94,9
G39009300975003,390930975003,94,9
G39009300975004,390930975004,94,9
G39009300976001,390930976001,99,10
G39009300976002,390930976002,90,8
G39009300976003,390930976003,PH,PH
G39009300976004,390930976004,100,10
G39009309902000,390939902000,PH,PH
G39009500002011,390950002011,88,8
G39009500002012,390950002012,95,9
G39009500002013,390950002013,91,9
G39009500002021,390950002021,85,8
G39009500002022,390950002022,86,8
G39009500003011,390950003011,95,9
G39009500003012,390950003012,85,8
G39009500003013,390950003013,87,8
G39009500003021,390950003021,93,9
G39009500003022,390950003022,94,9
G39009500004001,390950004001,95,9
G39009500004002,390950004002,95,9
G39009500004003,390950004003,95,9
G39009500004004,390950004004,95,9
G39009500004005,390950004005,95,9
G39009500004006,390950004006,95,9
G39009500006011,390950006011,93,9
G39009500006012,390950006012,95,9
G39009500006013,390950006013,92,9
G39009500006014,390950006014,93,9
G39009500006021,390950006021,99,10
G39009500006022,390950006022,98,10
G39009500007011,390950007011,PH,PH
G39009500007012,390950007012,98,10
G39009500007013,390950007013,100,10
G39009500007021,390950007021,94,9
G39009500007022,390950007022,83,7
G39009500007023,390950007023,81,7
G39009500007031,390950007031,96,9
G39009500008001,390950008001,98,10
G39009500008002,390950008002,100,10
G39009500009001,390950009001,100,10
G39009500009002,390950009002,100,10
G39009500009003,390950009003,100,10
G39009500010011,390950010011,100,10
G39009500010012,390950010012,100,10
G39009500010021,390950010021,98,10
G39009500010022,390950010022,98,10
G39009500010023,390950010023,98,10
G39009500011001,390950011001,99,10
G39009500011002,390950011002,99,10
G39009500011003,390950011003,99,10
G39009500011004,390950011004,99,10
G39009500012011,390950012011,84,7
G39009500012012,390950012012,79,7
G39009500012021,390950012021,100,10
G39009500012022,390950012022,100,10
G39009500013011,390950013011,42,2
G39009500013012,390950013012,45,2
G39009500013013,390950013013,45,2
G39009500013021,390950013021,76,6
G39009500013022,390950013022,78,6
G39009500013031,390950013031,87,8
G39009500013032,390950013032,83,7
G39009500013033,390950013033,84,7
G39009500014001,390950014001,99,10
G39009500014002,390950014002,99,10
G39009500014003,390950014003,99,10
G39009500015001,390950015001,100,10
G39009500015002,390950015002,100,10
G39009500016011,390950016011,97,10
G39009500016012,390950016012,99,10
G39009500016021,390950016021,79,7
G39009500016022,390950016022,82,7
G39009500017001,390950017001,100,10
G39009500017002,390950017002,100,10
G39009500018001,390950018001,100,10
G39009500018002,390950018002,100,10
G39009500018003,390950018003,100,10
G39009500018004,390950018004,100,10
